run_id=security-overhead-final-factorial-mtls-b3-rf3-isr3-msg102400-tps10000-batch16384-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b3-rf3-isr3-msg102400-tps10000-batch16384-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2239 records sent, 447.7 records/sec (43.72 MB/sec), 365.1 ms avg latency, 1355.0 ms max latency.
6049 records sent, 1209.8 records/sec (118.14 MB/sec), 8.1 ms avg latency, 40.0 ms max latency.
6405 records sent, 1281.0 records/sec (125.10 MB/sec), 6.6 ms avg latency, 41.0 ms max latency.
7695 records sent, 1538.4 records/sec (150.23 MB/sec), 6.7 ms avg latency, 84.0 ms max latency.
8783 records sent, 1756.2 records/sec (171.51 MB/sec), 12.2 ms avg latency, 111.0 ms max latency.
8454 records sent, 1690.8 records/sec (165.12 MB/sec), 9.1 ms avg latency, 72.0 ms max latency.
9009 records sent, 1797.8 records/sec (175.57 MB/sec), 10.0 ms avg latency, 99.0 ms max latency.
9040 records sent, 1808.0 records/sec (176.56 MB/sec), 7.2 ms avg latency, 82.0 ms max latency.
8892 records sent, 1778.4 records/sec (173.67 MB/sec), 18.5 ms avg latency, 233.0 ms max latency.
9077 records sent, 1815.4 records/sec (177.29 MB/sec), 34.7 ms avg latency, 715.0 ms max latency.
9161 records sent, 1832.2 records/sec (178.93 MB/sec), 19.1 ms avg latency, 706.0 ms max latency.
9050 records sent, 1809.3 records/sec (176.69 MB/sec), 8.8 ms avg latency, 160.0 ms max latency.
100000 records sent, 1574.133833 records/sec (153.72 MB/sec), 20.91 ms avg latency, 1355.00 ms max latency, 5 ms 50th, 65 ms 95th, 500 ms 99th, 964 ms 99.9th.
