producer_index=1
producer_count=12
producer_records=8334
producer_throughput=834
1 records sent, 0.1 records/sec (0.01 MB/sec), 7251.0 ms avg latency, 7251.0 ms max latency.
332 records sent, 66.2 records/sec (6.47 MB/sec), 1227.5 ms avg latency, 1705.0 ms max latency.
421 records sent, 84.1 records/sec (8.22 MB/sec), 294.1 ms avg latency, 1190.0 ms max latency.
437 records sent, 87.3 records/sec (8.53 MB/sec), 57.2 ms avg latency, 173.0 ms max latency.
513 records sent, 102.6 records/sec (10.02 MB/sec), 23.6 ms avg latency, 70.0 ms max latency.
534 records sent, 106.6 records/sec (10.41 MB/sec), 24.0 ms avg latency, 104.0 ms max latency.
487 records sent, 97.1 records/sec (9.48 MB/sec), 23.7 ms avg latency, 117.0 ms max latency.
224 records sent, 44.5 records/sec (4.35 MB/sec), 26.3 ms avg latency, 96.0 ms max latency.
105 records sent, 20.9 records/sec (2.04 MB/sec), 25.8 ms avg latency, 79.0 ms max latency.
453 records sent, 90.5 records/sec (8.84 MB/sec), 23.9 ms avg latency, 95.0 ms max latency.
452 records sent, 89.6 records/sec (8.75 MB/sec), 22.7 ms avg latency, 86.0 ms max latency.
453 records sent, 90.4 records/sec (8.83 MB/sec), 24.2 ms avg latency, 91.0 ms max latency.
431 records sent, 83.4 records/sec (8.14 MB/sec), 40.6 ms avg latency, 522.0 ms max latency.
494 records sent, 98.8 records/sec (9.64 MB/sec), 1006.7 ms avg latency, 2712.0 ms max latency.
457 records sent, 90.8 records/sec (8.86 MB/sec), 22.7 ms avg latency, 76.0 ms max latency.
472 records sent, 94.4 records/sec (9.22 MB/sec), 21.2 ms avg latency, 98.0 ms max latency.
458 records sent, 91.5 records/sec (8.94 MB/sec), 22.4 ms avg latency, 90.0 ms max latency.
459 records sent, 91.1 records/sec (8.90 MB/sec), 27.4 ms avg latency, 203.0 ms max latency.
461 records sent, 92.2 records/sec (9.00 MB/sec), 25.6 ms avg latency, 170.0 ms max latency.
8334 records sent, 82.432419 records/sec (8.05 MB/sec), 146.77 ms avg latency, 7251.00 ms max latency, 23 ms 50th, 1189 ms 95th, 1735 ms 99th, 2415 ms 99.9th.
