producer_index=10
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6879.0 ms avg latency, 6879.0 ms max latency.
343 records sent, 68.5 records/sec (6.69 MB/sec), 1013.9 ms avg latency, 1779.0 ms max latency.
371 records sent, 74.2 records/sec (7.25 MB/sec), 153.5 ms avg latency, 845.0 ms max latency.
401 records sent, 79.9 records/sec (7.80 MB/sec), 56.3 ms avg latency, 169.0 ms max latency.
467 records sent, 92.9 records/sec (9.07 MB/sec), 29.1 ms avg latency, 103.0 ms max latency.
516 records sent, 103.2 records/sec (10.08 MB/sec), 22.7 ms avg latency, 139.0 ms max latency.
463 records sent, 92.5 records/sec (9.03 MB/sec), 23.8 ms avg latency, 97.0 ms max latency.
449 records sent, 89.7 records/sec (8.76 MB/sec), 22.0 ms avg latency, 88.0 ms max latency.
454 records sent, 90.4 records/sec (8.83 MB/sec), 25.6 ms avg latency, 123.0 ms max latency.
445 records sent, 88.9 records/sec (8.68 MB/sec), 24.3 ms avg latency, 89.0 ms max latency.
454 records sent, 90.7 records/sec (8.86 MB/sec), 23.7 ms avg latency, 86.0 ms max latency.
445 records sent, 88.9 records/sec (8.68 MB/sec), 25.9 ms avg latency, 118.0 ms max latency.
443 records sent, 86.1 records/sec (8.41 MB/sec), 26.6 ms avg latency, 184.0 ms max latency.
478 records sent, 95.3 records/sec (9.31 MB/sec), 1023.7 ms avg latency, 2460.0 ms max latency.
456 records sent, 91.1 records/sec (8.90 MB/sec), 22.8 ms avg latency, 69.0 ms max latency.
458 records sent, 91.1 records/sec (8.90 MB/sec), 20.7 ms avg latency, 88.0 ms max latency.
458 records sent, 91.5 records/sec (8.94 MB/sec), 21.6 ms avg latency, 80.0 ms max latency.
468 records sent, 93.4 records/sec (9.12 MB/sec), 23.5 ms avg latency, 89.0 ms max latency.
458 records sent, 91.5 records/sec (8.94 MB/sec), 28.5 ms avg latency, 193.0 ms max latency.
8333 records sent, 82.639137 records/sec (8.07 MB/sec), 130.53 ms avg latency, 6879.00 ms max latency, 23 ms 50th, 1009 ms 95th, 1727 ms 99th, 2384 ms 99.9th.
