producer_index=11
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6717.0 ms avg latency, 6717.0 ms max latency.
346 records sent, 68.6 records/sec (6.70 MB/sec), 1022.5 ms avg latency, 1647.0 ms max latency.
387 records sent, 77.2 records/sec (7.53 MB/sec), 220.0 ms avg latency, 1265.0 ms max latency.
404 records sent, 80.5 records/sec (7.86 MB/sec), 54.9 ms avg latency, 148.0 ms max latency.
456 records sent, 91.1 records/sec (8.89 MB/sec), 25.1 ms avg latency, 111.0 ms max latency.
522 records sent, 104.2 records/sec (10.18 MB/sec), 22.8 ms avg latency, 88.0 ms max latency.
478 records sent, 95.5 records/sec (9.32 MB/sec), 25.8 ms avg latency, 94.0 ms max latency.
461 records sent, 91.8 records/sec (8.96 MB/sec), 25.2 ms avg latency, 82.0 ms max latency.
457 records sent, 90.4 records/sec (8.83 MB/sec), 25.4 ms avg latency, 101.0 ms max latency.
464 records sent, 92.5 records/sec (9.03 MB/sec), 25.4 ms avg latency, 95.0 ms max latency.
459 records sent, 91.3 records/sec (8.92 MB/sec), 24.3 ms avg latency, 71.0 ms max latency.
455 records sent, 90.9 records/sec (8.87 MB/sec), 23.7 ms avg latency, 91.0 ms max latency.
434 records sent, 86.8 records/sec (8.47 MB/sec), 27.7 ms avg latency, 206.0 ms max latency.
475 records sent, 95.0 records/sec (9.28 MB/sec), 1035.0 ms avg latency, 2541.0 ms max latency.
444 records sent, 88.0 records/sec (8.59 MB/sec), 22.6 ms avg latency, 169.0 ms max latency.
448 records sent, 89.5 records/sec (8.74 MB/sec), 22.5 ms avg latency, 153.0 ms max latency.
459 records sent, 91.7 records/sec (8.95 MB/sec), 22.4 ms avg latency, 96.0 ms max latency.
472 records sent, 94.2 records/sec (9.19 MB/sec), 26.3 ms avg latency, 189.0 ms max latency.
461 records sent, 92.1 records/sec (8.99 MB/sec), 24.7 ms avg latency, 162.0 ms max latency.
8333 records sent, 83.013718 records/sec (8.11 MB/sec), 134.93 ms avg latency, 6717.00 ms max latency, 24 ms 50th, 1049 ms 95th, 1763 ms 99th, 2343 ms 99.9th.
