producer_index=11
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 10199.0 ms avg latency, 10199.0 ms max latency.
217 records sent, 42.9 records/sec (4.18 MB/sec), 754.1 ms avg latency, 1971.0 ms max latency.
217 records sent, 43.2 records/sec (4.22 MB/sec), 161.7 ms avg latency, 396.0 ms max latency.
185 records sent, 36.9 records/sec (3.61 MB/sec), 102.6 ms avg latency, 272.0 ms max latency.
288 records sent, 57.4 records/sec (5.60 MB/sec), 65.2 ms avg latency, 241.0 ms max latency.
286 records sent, 56.9 records/sec (5.55 MB/sec), 77.7 ms avg latency, 332.0 ms max latency.
333 records sent, 66.0 records/sec (6.45 MB/sec), 41.9 ms avg latency, 156.0 ms max latency.
304 records sent, 60.5 records/sec (5.91 MB/sec), 38.4 ms avg latency, 219.0 ms max latency.
316 records sent, 62.9 records/sec (6.15 MB/sec), 51.1 ms avg latency, 191.0 ms max latency.
350 records sent, 69.7 records/sec (6.80 MB/sec), 46.9 ms avg latency, 181.0 ms max latency.
296 records sent, 59.0 records/sec (5.76 MB/sec), 44.0 ms avg latency, 201.0 ms max latency.
342 records sent, 68.2 records/sec (6.66 MB/sec), 57.4 ms avg latency, 246.0 ms max latency.
304 records sent, 60.2 records/sec (5.88 MB/sec), 45.3 ms avg latency, 219.0 ms max latency.
278 records sent, 54.9 records/sec (5.36 MB/sec), 58.7 ms avg latency, 257.0 ms max latency.
300 records sent, 59.8 records/sec (5.84 MB/sec), 38.6 ms avg latency, 151.0 ms max latency.
298 records sent, 59.3 records/sec (5.79 MB/sec), 39.9 ms avg latency, 152.0 ms max latency.
282 records sent, 56.4 records/sec (5.51 MB/sec), 45.9 ms avg latency, 266.0 ms max latency.
292 records sent, 58.0 records/sec (5.66 MB/sec), 46.7 ms avg latency, 270.0 ms max latency.
268 records sent, 52.7 records/sec (5.14 MB/sec), 37.6 ms avg latency, 143.0 ms max latency.
315 records sent, 62.6 records/sec (6.11 MB/sec), 55.6 ms avg latency, 238.0 ms max latency.
269 records sent, 53.3 records/sec (5.20 MB/sec), 41.0 ms avg latency, 229.0 ms max latency.
260 records sent, 51.9 records/sec (5.07 MB/sec), 61.6 ms avg latency, 282.0 ms max latency.
337 records sent, 67.1 records/sec (6.55 MB/sec), 47.1 ms avg latency, 245.0 ms max latency.
306 records sent, 60.2 records/sec (5.88 MB/sec), 35.4 ms avg latency, 173.0 ms max latency.
337 records sent, 66.6 records/sec (6.50 MB/sec), 45.3 ms avg latency, 222.0 ms max latency.
310 records sent, 61.6 records/sec (6.02 MB/sec), 30.1 ms avg latency, 146.0 ms max latency.
288 records sent, 57.4 records/sec (5.60 MB/sec), 37.8 ms avg latency, 168.0 ms max latency.
302 records sent, 60.3 records/sec (5.89 MB/sec), 38.8 ms avg latency, 217.0 ms max latency.
300 records sent, 59.5 records/sec (5.81 MB/sec), 29.9 ms avg latency, 153.0 ms max latency.
8333 records sent, 54.079136 records/sec (5.28 MB/sec), 70.00 ms avg latency, 10199.00 ms max latency, 34 ms 50th, 181 ms 95th, 797 ms 99th, 1849 ms 99.9th.
