4178 records sent, 835.4 records/sec (81.59 MB/sec), 17.4 ms avg latency, 594.0 ms max latency.
5793 records sent, 1158.6 records/sec (113.14 MB/sec), 11.8 ms avg latency, 85.0 ms max latency.
4971 records sent, 994.0 records/sec (97.07 MB/sec), 9.7 ms avg latency, 94.0 ms max latency.
5064 records sent, 1012.8 records/sec (98.91 MB/sec), 9.3 ms avg latency, 64.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 9.5 ms avg latency, 84.0 ms max latency.
5004 records sent, 1000.4 records/sec (97.70 MB/sec), 10.1 ms avg latency, 59.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 10.4 ms avg latency, 64.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 9.3 ms avg latency, 92.0 ms max latency.
5000 records sent, 999.4 records/sec (97.60 MB/sec), 11.9 ms avg latency, 189.0 ms max latency.
4991 records sent, 998.2 records/sec (97.48 MB/sec), 10.6 ms avg latency, 73.0 ms max latency.
5008 records sent, 1001.6 records/sec (97.81 MB/sec), 9.2 ms avg latency, 74.0 ms max latency.
5006 records sent, 1001.2 records/sec (97.77 MB/sec), 9.2 ms avg latency, 82.0 ms max latency.
4948 records sent, 989.2 records/sec (96.60 MB/sec), 35.7 ms avg latency, 357.0 ms max latency.
5055 records sent, 1010.6 records/sec (98.69 MB/sec), 20.8 ms avg latency, 267.0 ms max latency.
5006 records sent, 1001.2 records/sec (97.77 MB/sec), 9.1 ms avg latency, 72.0 ms max latency.
4999 records sent, 999.6 records/sec (97.62 MB/sec), 8.7 ms avg latency, 48.0 ms max latency.
5005 records sent, 1000.8 records/sec (97.73 MB/sec), 8.0 ms avg latency, 45.0 ms max latency.
5003 records sent, 1000.4 records/sec (97.70 MB/sec), 9.0 ms avg latency, 58.0 ms max latency.
4991 records sent, 998.2 records/sec (97.48 MB/sec), 9.9 ms avg latency, 65.0 ms max latency.
100000 records sent, 999.710084 records/sec (97.63 MB/sec), 11.87 ms avg latency, 594.00 ms max latency, 8 ms 50th, 30 ms 95th, 88 ms 99th, 277 ms 99.9th.
