2536 records sent, 506.9 records/sec (49.50 MB/sec), 338.6 ms avg latency, 1292.0 ms max latency.
5834 records sent, 1166.8 records/sec (113.95 MB/sec), 9.3 ms avg latency, 44.0 ms max latency.
6632 records sent, 1326.4 records/sec (129.53 MB/sec), 10.6 ms avg latency, 49.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 7.1 ms avg latency, 33.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.7 ms avg latency, 34.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.8 ms avg latency, 38.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 6.6 ms avg latency, 24.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 6.7 ms avg latency, 28.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 6.6 ms avg latency, 24.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.6 ms avg latency, 28.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.8 ms avg latency, 32.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 6.6 ms avg latency, 29.0 ms max latency.
4965 records sent, 988.5 records/sec (96.53 MB/sec), 21.1 ms avg latency, 353.0 ms max latency.
5060 records sent, 1012.0 records/sec (98.83 MB/sec), 10.4 ms avg latency, 171.0 ms max latency.
4998 records sent, 999.4 records/sec (97.60 MB/sec), 6.7 ms avg latency, 30.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 6.8 ms avg latency, 41.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 6.8 ms avg latency, 31.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 6.9 ms avg latency, 36.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.6 ms avg latency, 27.0 ms max latency.
100000 records sent, 999.670109 records/sec (97.62 MB/sec), 16.46 ms avg latency, 1292.00 ms max latency, 7 ms 50th, 16 ms 95th, 420 ms 99th, 974 ms 99.9th.
