run_id=security-overhead-final-factorial-mtls-b3-rf3-isr3-msg102400-tps1000-batch16384-acksall-prod1-complz4-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b3-rf3-isr3-msg102400-tps1000-batch16384-acksall-prod1-complz4-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
1972 records sent, 394.4 records/sec (38.52 MB/sec), 320.3 ms avg latency, 1298.0 ms max latency.
4333 records sent, 866.4 records/sec (84.61 MB/sec), 13.1 ms avg latency, 69.0 ms max latency.
4827 records sent, 965.4 records/sec (94.28 MB/sec), 13.7 ms avg latency, 66.0 ms max latency.
5565 records sent, 1113.0 records/sec (108.69 MB/sec), 36.6 ms avg latency, 212.0 ms max latency.
5947 records sent, 1188.7 records/sec (116.08 MB/sec), 114.1 ms avg latency, 293.0 ms max latency.
5753 records sent, 1150.4 records/sec (112.34 MB/sec), 183.0 ms avg latency, 327.0 ms max latency.
5840 records sent, 1168.0 records/sec (114.06 MB/sec), 177.4 ms avg latency, 402.0 ms max latency.
5718 records sent, 1143.6 records/sec (111.68 MB/sec), 99.2 ms avg latency, 247.0 ms max latency.
4992 records sent, 998.2 records/sec (97.48 MB/sec), 18.4 ms avg latency, 158.0 ms max latency.
5046 records sent, 1009.2 records/sec (98.55 MB/sec), 14.4 ms avg latency, 83.0 ms max latency.
5019 records sent, 1003.6 records/sec (98.01 MB/sec), 15.8 ms avg latency, 90.0 ms max latency.
4995 records sent, 998.8 records/sec (97.54 MB/sec), 18.9 ms avg latency, 103.0 ms max latency.
5006 records sent, 1001.0 records/sec (97.75 MB/sec), 19.0 ms avg latency, 107.0 ms max latency.
4990 records sent, 997.8 records/sec (97.44 MB/sec), 13.7 ms avg latency, 67.0 ms max latency.
5014 records sent, 1002.6 records/sec (97.91 MB/sec), 22.9 ms avg latency, 179.0 ms max latency.
5005 records sent, 1001.0 records/sec (97.75 MB/sec), 11.2 ms avg latency, 94.0 ms max latency.
4991 records sent, 998.2 records/sec (97.48 MB/sec), 26.6 ms avg latency, 174.0 ms max latency.
4893 records sent, 977.2 records/sec (95.43 MB/sec), 21.0 ms avg latency, 115.0 ms max latency.
5118 records sent, 1023.2 records/sec (99.92 MB/sec), 20.2 ms avg latency, 131.0 ms max latency.
100000 records sent, 999.200639 records/sec (97.58 MB/sec), 53.85 ms avg latency, 1298.00 ms max latency, 15 ms 50th, 237 ms 95th, 331 ms 99th, 1021 ms 99.9th.
