benchmark_type,broker_count,partitions,replication_factor,min_insync_replicas,num_records,record_size_bytes,throughput_limit_records_per_sec,producer_count,consumer_count,batch_size,linger_ms,acks,compression_type,trial_index,comparison_mode,metric,metric_label,pct_change_vs_plaintext,penalty_pct_vs_plaintext
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,-21.284460498585506,-21.284460498585506
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,broker_memory_used_percent_mean,Broker memory %,40.70506754218533,40.70506754218533
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.9529045252406674,1.9529045252406674
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.803898307582365,3.803898307582365
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.80819025863004,2.80819025863004
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.4264642241664474,2.4264642241664474
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,20.284900284900285,20.284900284900285
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,2449.9999999999995,2449.9999999999995
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,2,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,3.3572577165941238,3.3572577165941238
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,throughput_records_per_sec,Throughput records/s,-51.593918637401174,51.593918637401174
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,throughput_mb_per_sec,Throughput MB/s,-51.59395447461458,51.59395447461458
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,data_consumed_mb,Data consumed MB,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,rebalance_time_ms,Consumer rebalance time ms,62.653898768809846,62.653898768809846
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,fetch_time_ms,Consumer fetch time ms,132.42156074014483,132.42156074014483
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,-4.135237910069859,-4.135237910069859
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_cpu_percent_mean,Broker CPU mean %,-28.874136325401388,-28.874136325401388
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_cpu_percent_max_mean,Broker CPU max mean %,-14.298935677926897,-14.298935677926897
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,-0.5591380461236748,-0.5591380461236748
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_memory_used_percent_mean,Broker memory %,53.88040530606607,53.88040530606607
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.683407793560257,1.683407793560257
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.4943792398225737,3.4943792398225737
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.5627855992535085,2.5627855992535085
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.1716756862732707,2.1716756862732707
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,-39.298063623789766,-39.298063623789766
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,2257.1428571428573,2257.1428571428573
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,tls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,-2.7108058660689482,-2.7108058660689482
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,throughput_records_per_sec,Throughput records/s,-47.88806763843094,47.88806763843094
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,throughput_mb_per_sec,Throughput MB/s,-47.888169504338876,47.888169504338876
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,data_consumed_mb,Data consumed MB,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,rebalance_time_ms,Consumer rebalance time ms,34.06292749658002,34.06292749658002
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,fetch_time_ms,Consumer fetch time ms,125.90506838294448,125.90506838294448
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,benchmark_client_cpu_percent_mean,Benchmark client CPU %,-34.91650871124673,-34.91650871124673
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_cpu_percent_mean,Broker CPU mean %,-66.7466179956132,-66.7466179956132
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_cpu_percent_max_mean,Broker CPU max mean %,-35.40027764923647,-35.40027764923647
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,benchmark_client_memory_used_percent_mean,Benchmark client memory %,-22.66055795274874,-22.66055795274874
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_memory_used_percent_mean,Broker memory %,39.586299594370686,39.586299594370686
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,benchmark_client_network_rx_bytes_delta,Benchmark client network RX bytes,1.808802520692499,1.808802520692499
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,benchmark_client_network_tx_bytes_delta,Benchmark client network TX bytes,3.804687475401604,3.804687475401604
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_network_rx_bytes_delta_mean,Broker network RX bytes mean,2.780780230892502,2.780780230892502
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_network_tx_bytes_delta_mean,Broker network TX bytes mean,2.3510056538106245,2.3510056538106245
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,benchmark_client_disk_write_sectors_delta,Benchmark client disk write sectors,-21.40387275242047,-21.40387275242047
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_disk_read_sectors_delta_mean,Broker disk read sectors mean,-100.0,-100.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,lz4,3,mtls,broker_disk_write_sectors_delta_mean,Broker disk write sectors mean,7.554814793528538,7.554814793528538
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,records_consumed,records consumed,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,throughput_records_per_sec,Throughput records/s,-44.64522981376572,44.64522981376572
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,throughput_mb_per_sec,Throughput MB/s,-44.64523009651789,44.64523009651789
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,data_consumed_mb,Data consumed MB,0.0,0.0
consumer,5,6,3,3,100000,1024,,1,1,16384,5,all,none,1,tls,rebalance_time_ms,Consumer rebalance time ms,118.23899371069182,118.23899371069182
