run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg10240-tps1000-batch131072-acksall-prod1-compnone-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg10240-tps1000-batch131072-acksall-prod1-compnone-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4997 records sent, 998.6 records/sec (9.75 MB/sec), 16.1 ms avg latency, 668.0 ms max latency.
5005 records sent, 1000.8 records/sec (9.77 MB/sec), 5.9 ms avg latency, 29.0 ms max latency.
5006 records sent, 1000.2 records/sec (9.77 MB/sec), 5.8 ms avg latency, 29.0 ms max latency.
5001 records sent, 999.8 records/sec (9.76 MB/sec), 5.7 ms avg latency, 24.0 ms max latency.
5006 records sent, 1000.2 records/sec (9.77 MB/sec), 5.6 ms avg latency, 23.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 5.6 ms avg latency, 27.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 5.6 ms avg latency, 23.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 6.0 ms avg latency, 54.0 ms max latency.
4985 records sent, 996.4 records/sec (9.73 MB/sec), 6.2 ms avg latency, 51.0 ms max latency.
5021 records sent, 1004.2 records/sec (9.81 MB/sec), 8.7 ms avg latency, 80.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 6.6 ms avg latency, 36.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 6.9 ms avg latency, 96.0 ms max latency.
5002 records sent, 999.8 records/sec (9.76 MB/sec), 6.4 ms avg latency, 57.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 5.9 ms avg latency, 51.0 ms max latency.
5007 records sent, 999.6 records/sec (9.76 MB/sec), 5.8 ms avg latency, 30.0 ms max latency.
5009 records sent, 1000.8 records/sec (9.77 MB/sec), 6.8 ms avg latency, 60.0 ms max latency.
5002 records sent, 1000.4 records/sec (9.77 MB/sec), 7.2 ms avg latency, 59.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 5.8 ms avg latency, 33.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 5.9 ms avg latency, 34.0 ms max latency.
100000 records sent, 999.690096 records/sec (9.76 MB/sec), 6.73 ms avg latency, 668.00 ms max latency, 6 ms 50th, 10 ms 95th, 41 ms 99th, 101 ms 99.9th.
