run_id=security-overhead-final-factorial-tls-b5-rf3-isr3-msg102400-tps10000-batch131072-acksall-prod1-complz4-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf3-isr3-msg102400-tps10000-batch131072-acksall-prod1-complz4-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2143 records sent, 428.5 records/sec (41.85 MB/sec), 270.0 ms avg latency, 1309.0 ms max latency.
4651 records sent, 930.2 records/sec (90.84 MB/sec), 13.5 ms avg latency, 132.0 ms max latency.
4803 records sent, 960.6 records/sec (93.81 MB/sec), 11.0 ms avg latency, 79.0 ms max latency.
5414 records sent, 1082.8 records/sec (105.74 MB/sec), 11.5 ms avg latency, 72.0 ms max latency.
6646 records sent, 1329.2 records/sec (129.80 MB/sec), 15.7 ms avg latency, 108.0 ms max latency.
6808 records sent, 1361.6 records/sec (132.97 MB/sec), 11.0 ms avg latency, 82.0 ms max latency.
6863 records sent, 1372.6 records/sec (134.04 MB/sec), 11.6 ms avg latency, 73.0 ms max latency.
6805 records sent, 1361.0 records/sec (132.91 MB/sec), 12.0 ms avg latency, 102.0 ms max latency.
6749 records sent, 1349.5 records/sec (131.79 MB/sec), 11.2 ms avg latency, 78.0 ms max latency.
6725 records sent, 1345.0 records/sec (131.35 MB/sec), 19.2 ms avg latency, 269.0 ms max latency.
6517 records sent, 1303.4 records/sec (127.29 MB/sec), 86.2 ms avg latency, 568.0 ms max latency.
6776 records sent, 1355.2 records/sec (132.34 MB/sec), 12.9 ms avg latency, 123.0 ms max latency.
6746 records sent, 1349.2 records/sec (131.76 MB/sec), 10.9 ms avg latency, 79.0 ms max latency.
6781 records sent, 1355.7 records/sec (132.39 MB/sec), 12.5 ms avg latency, 72.0 ms max latency.
6874 records sent, 1374.8 records/sec (134.26 MB/sec), 15.6 ms avg latency, 167.0 ms max latency.
6770 records sent, 1354.0 records/sec (132.23 MB/sec), 12.7 ms avg latency, 111.0 ms max latency.
100000 records sent, 1227.219734 records/sec (119.85 MB/sec), 23.31 ms avg latency, 1309.00 ms max latency, 9 ms 50th, 71 ms 95th, 296 ms 99th, 867 ms 99.9th.
