producer_index=7
producer_count=12
producer_records=8333
producer_throughput=833
[2026-04-24 19:48:38,224] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.118:9094 (id: -4 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 4768.0 ms avg latency, 4768.0 ms max latency.
54 records sent, 10.4 records/sec (1.01 MB/sec), 7884.5 ms avg latency, 18534.0 ms max latency.
90 records sent, 17.9 records/sec (1.74 MB/sec), 10477.8 ms avg latency, 12127.0 ms max latency.
131 records sent, 26.1 records/sec (2.55 MB/sec), 13159.6 ms avg latency, 14688.0 ms max latency.
247 records sent, 49.1 records/sec (4.79 MB/sec), 11778.0 ms avg latency, 15434.0 ms max latency.
326 records sent, 65.0 records/sec (6.35 MB/sec), 5793.8 ms avg latency, 7876.0 ms max latency.
353 records sent, 70.3 records/sec (6.87 MB/sec), 4204.3 ms avg latency, 5013.0 ms max latency.
444 records sent, 87.5 records/sec (8.55 MB/sec), 3020.9 ms avg latency, 4092.0 ms max latency.
461 records sent, 91.4 records/sec (8.93 MB/sec), 1084.3 ms avg latency, 2317.0 ms max latency.
365 records sent, 73.0 records/sec (7.13 MB/sec), 73.4 ms avg latency, 232.0 ms max latency.
344 records sent, 67.6 records/sec (6.61 MB/sec), 65.4 ms avg latency, 224.0 ms max latency.
309 records sent, 61.7 records/sec (6.03 MB/sec), 53.0 ms avg latency, 197.0 ms max latency.
295 records sent, 58.7 records/sec (5.73 MB/sec), 55.0 ms avg latency, 202.0 ms max latency.
338 records sent, 67.4 records/sec (6.58 MB/sec), 61.8 ms avg latency, 346.0 ms max latency.
353 records sent, 70.5 records/sec (6.88 MB/sec), 58.7 ms avg latency, 219.0 ms max latency.
379 records sent, 75.3 records/sec (7.35 MB/sec), 46.6 ms avg latency, 196.0 ms max latency.
372 records sent, 74.3 records/sec (7.26 MB/sec), 43.6 ms avg latency, 150.0 ms max latency.
407 records sent, 81.2 records/sec (7.93 MB/sec), 56.4 ms avg latency, 238.0 ms max latency.
399 records sent, 79.3 records/sec (7.75 MB/sec), 88.1 ms avg latency, 674.0 ms max latency.
380 records sent, 76.0 records/sec (7.42 MB/sec), 68.6 ms avg latency, 393.0 ms max latency.
416 records sent, 82.4 records/sec (8.05 MB/sec), 63.4 ms avg latency, 297.0 ms max latency.
356 records sent, 70.7 records/sec (6.91 MB/sec), 43.2 ms avg latency, 136.0 ms max latency.
406 records sent, 81.0 records/sec (7.91 MB/sec), 39.5 ms avg latency, 194.0 ms max latency.
372 records sent, 74.1 records/sec (7.23 MB/sec), 46.7 ms avg latency, 197.0 ms max latency.
375 records sent, 74.8 records/sec (7.30 MB/sec), 41.3 ms avg latency, 121.0 ms max latency.
8333 records sent, 57.577370 records/sec (5.62 MB/sec), 1388.32 ms avg latency, 18534.00 ms max latency, 55 ms 50th, 9101 ms 95th, 14103 ms 99th, 15020 ms 99.9th.
