sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-compnone-trial2,1,9786.596113,9786.596113,9786.596113,9.56,9.56,9.56,118.24672469999999,118.24672469999999,118.24672469999999,4979,4979.0,4979.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch131072-acksall-prod6-compnone-trial3,1,9797.752466,9797.752466,9797.752466,9.57,9.57,9.57,136.6037982,136.6037982,136.6037982,5579,5579.0,5579.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial1,1,9947.279419,9947.279419,9947.279419,9.71,9.71,9.71,29.77,29.77,29.77,707,707.0,707.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial2,1,9947.279419,9947.279419,9947.279419,9.71,9.71,9.71,28.88,28.88,28.88,707,707.0,707.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-complz4-trial3,1,9945.300845,9945.300845,9945.300845,9.71,9.71,9.71,49.38,49.38,49.38,737,737.0,737.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial1,1,9976.057462,9976.057462,9976.057462,9.74,9.74,9.74,32.4,32.4,32.4,631,631.0,631.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial2,1,9953.219867,9953.219867,9953.219867,9.72,9.72,9.72,28.21,28.21,28.21,619,619.0,619.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod1-compnone-trial3,1,9967.108542,9967.108542,9967.108542,9.73,9.73,9.73,31.56,31.56,31.56,650,650.0,650.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-complz4-trial1,1,5631.407736,5631.407736,5631.407736,5.49,5.49,5.49,2248.9390397,2248.9390397,2248.9390397,11029,11029.0,11029.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-complz4-trial2,1,5610.472599,5610.472599,5610.472599,5.49,5.49,5.49,2278.9419921,2278.9419921,2278.9419921,10518,10518.0,10518.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-complz4-trial3,1,5541.096047,5541.096047,5541.096047,5.41,5.41,5.41,2360.1891199,2360.1891199,2360.1891199,10245,10245.0,10245.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-compnone-trial1,1,6208.382977,6208.382977,6208.382977,6.07,6.07,6.07,2187.4181873,2187.4181873,2187.4181873,10370,10370.0,10370.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-compnone-trial2,1,6099.611016,6099.611016,6099.611016,5.97,5.97,5.97,2242.3983006999997,2242.3983006999997,2242.3983006999997,10715,10715.0,10715.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod12-compnone-trial3,1,6006.407104,6006.407104,6006.407104,5.89,5.89,5.89,2421.4525177,2421.4525177,2421.4525177,10811,10811.0,10811.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-complz4-trial1,1,8854.422185,8854.422185,8854.422185,8.64,8.64,8.64,1687.6191569999999,1687.6191569999999,1687.6191569999999,5055,5055.0,5055.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-complz4-trial2,1,8949.03171,8949.03171,8949.03171,8.74,8.74,8.74,1560.831529,1560.831529,1560.831529,5651,5651.0,5651.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-complz4-trial3,1,8763.069684,8763.069684,8763.069684,8.55,8.55,8.55,1488.8883539,1488.8883539,1488.8883539,5625,5625.0,5625.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-compnone-trial1,1,9530.417768,9530.417768,9530.417768,9.31,9.31,9.31,1385.1801776,1385.1801776,1385.1801776,5493,5493.0,5493.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-compnone-trial2,1,9581.306375,9581.306375,9581.306375,9.35,9.35,9.35,1340.6791832000001,1340.6791832000001,1340.6791832000001,5164,5164.0,5164.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acks1-prod6-compnone-trial3,1,9547.745719999999,9547.745719999999,9547.745719999999,9.33,9.33,9.33,1445.6808663,1445.6808663,1445.6808663,5582,5582.0,5582.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-complz4-trial1,1,9922.603691,9922.603691,9922.603691,9.69,9.69,9.69,44.62,44.62,44.62,745,745.0,745.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-complz4-trial2,1,9965.122073,9965.122073,9965.122073,9.73,9.73,9.73,39.3,39.3,39.3,637,637.0,637.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-complz4-trial3,1,9940.357853,9940.357853,9940.357853,9.71,9.71,9.71,53.76,53.76,53.76,753,753.0,753.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-compnone-trial1,1,9962.143853,9962.143853,9962.143853,9.73,9.73,9.73,34.37,34.37,34.37,693,693.0,693.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-compnone-trial2,1,9957.184108,9957.184108,9957.184108,9.72,9.72,9.72,36.67,36.67,36.67,660,660.0,660.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod1-compnone-trial3,1,9959.167414,9959.167414,9959.167414,9.73,9.73,9.73,36.96,36.96,36.96,716,716.0,716.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-complz4-trial1,1,5033.114155,5033.114155,5033.114155,4.91,4.91,4.91,2312.650751,2312.650751,2312.650751,12627,12627.0,12627.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-complz4-trial2,1,5393.877043,5393.877043,5393.877043,5.28,5.28,5.28,2514.074371,2514.074371,2514.074371,10713,10713.0,10713.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-complz4-trial3,1,5315.443228,5315.443228,5315.443228,5.1899999999999995,5.1899999999999995,5.1899999999999995,2381.7856827,2381.7856827,2381.7856827,11493,11493.0,11493.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-compnone-trial1,1,5972.462364,5972.462364,5972.462364,5.83,5.83,5.83,2492.790748,2492.790748,2492.790748,10176,10176.0,10176.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-compnone-trial2,1,5910.381871,5910.381871,5910.381871,5.76,5.76,5.76,2425.1936109,2425.1936109,2425.1936109,10766,10766.0,10766.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod12-compnone-trial3,1,5889.042444,5889.042444,5889.042444,5.779999999999999,5.779999999999999,5.779999999999999,2504.8539051,2504.8539051,2504.8539051,10555,10555.0,10555.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-complz4-trial1,1,8551.274978,8551.274978,8551.274978,8.36,8.36,8.36,1820.5142711,1820.5142711,1820.5142711,6257,6257.0,6257.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-complz4-trial2,1,8729.604949,8729.604949,8729.604949,8.52,8.52,8.52,1683.1480866,1683.1480866,1683.1480866,5344,5344.0,5344.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-complz4-trial3,1,8503.659289,8503.659289,8503.659289,8.3,8.3,8.3,1826.506764,1826.506764,1826.506764,5463,5463.0,5463.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-compnone-trial1,1,9518.659795,9518.659795,9518.659795,9.290000000000001,9.290000000000001,9.290000000000001,1581.9226737000001,1581.9226737000001,1581.9226737000001,5127,5127.0,5127.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-compnone-trial2,1,9442.490209,9442.490209,9442.490209,9.22,9.22,9.22,1501.4028147,1501.4028147,1501.4028147,5497,5497.0,5497.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg1024-tps10000-batch16384-acksall-prod6-compnone-trial3,1,9526.018078,9526.018078,9526.018078,9.3,9.3,9.3,1517.4368048,1517.4368048,1517.4368048,5415,5415.0,5415.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-complz4-trial1,1,999.730073,999.730073,999.730073,9.76,9.76,9.76,4.55,4.55,4.55,541,541.0,541.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-complz4-trial2,1,999.730073,999.730073,999.730073,9.76,9.76,9.76,4.5,4.5,4.5,537,537.0,537.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-complz4-trial3,1,999.730073,999.730073,999.730073,9.76,9.76,9.76,4.58,4.58,4.58,532,532.0,532.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-compnone-trial1,1,999.680102,999.680102,999.680102,9.76,9.76,9.76,4.42,4.42,4.42,520,520.0,520.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-compnone-trial2,1,999.770053,999.770053,999.770053,9.76,9.76,9.76,4.75,4.75,4.75,546,546.0,546.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-compnone-trial3,1,999.760058,999.760058,999.760058,9.76,9.76,9.76,4.48,4.48,4.48,548,548.0,548.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-complz4-trial1,1,998.966415,998.966415,998.966415,9.76,9.76,9.76,46.7475511,46.7475511,46.7475511,7730,7730.0,7730.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-complz4-trial2,1,998.148306,998.148306,998.148306,9.76,9.76,9.76,40.5673971,40.5673971,40.5673971,8022,8022.0,8022.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-complz4-trial3,1,999.179484,999.179484,999.179484,9.76,9.76,9.76,45.6877391,45.6877391,45.6877391,7974,7974.0,7974.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-compnone-trial1,1,999.4677389999999,999.4677389999999,999.4677389999999,9.76,9.76,9.76,40.9758431,40.9758431,40.9758431,7518,7518.0,7518.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-compnone-trial2,1,999.564361,999.564361,999.564361,9.76,9.76,9.76,43.8741421,43.8741421,43.8741421,7732,7732.0,7732.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod12-compnone-trial3,1,999.655325,999.655325,999.655325,9.76,9.76,9.76,45.430825,45.430825,45.430825,7705,7705.0,7705.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-complz4-trial1,1,999.660006,999.660006,999.660006,9.76,9.76,9.76,12.8966867,12.8966867,12.8966867,4057,4057.0,4057.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-complz4-trial2,1,999.70324,999.70324,999.70324,9.76,9.76,9.76,13.4483134,13.4483134,13.4483134,3935,3935.0,3935.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-complz4-trial3,1,999.686193,999.686193,999.686193,9.76,9.76,9.76,14.4633272,14.4633272,14.4633272,3958,3958.0,3958.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-compnone-trial1,1,999.6979369999999,999.6979369999999,999.6979369999999,9.76,9.76,9.76,13.7699487,13.7699487,13.7699487,4050,4050.0,4050.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-compnone-trial2,1,999.739646,999.739646,999.739646,9.76,9.76,9.76,14.4083732,14.4083732,14.4083732,3901,3901.0,3901.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod6-compnone-trial3,1,999.7264270000001,999.7264270000001,999.7264270000001,9.76,9.76,9.76,14.216650900000001,14.216650900000001,14.216650900000001,3746,3746.0,3746.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-complz4-trial1,1,999.680102,999.680102,999.680102,9.76,9.76,9.76,6.49,6.49,6.49,508,508.0,508.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-complz4-trial2,1,999.780048,999.780048,999.780048,9.76,9.76,9.76,6.39,6.39,6.39,583,583.0,583.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-complz4-trial3,1,999.760058,999.760058,999.760058,9.76,9.76,9.76,6.17,6.17,6.17,535,535.0,535.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-compnone-trial1,1,999.720078,999.720078,999.720078,9.76,9.76,9.76,5.82,5.82,5.82,533,533.0,533.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-compnone-trial2,1,999.290504,999.290504,999.290504,9.76,9.76,9.76,5.96,5.96,5.96,563,563.0,563.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod1-compnone-trial3,1,999.720078,999.720078,999.720078,9.76,9.76,9.76,6.33,6.33,6.33,537,537.0,537.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-complz4-trial1,1,997.933681,997.933681,997.933681,9.76,9.76,9.76,52.275003100000006,52.275003100000006,52.275003100000006,8748,8748.0,8748.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-complz4-trial2,1,998.376405,998.376405,998.376405,9.76,9.76,9.76,53.913506100000006,53.913506100000006,53.913506100000006,7824,7824.0,7824.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-complz4-trial3,1,998.420172,998.420172,998.420172,9.76,9.76,9.76,49.9242735,49.9242735,49.9242735,8352,8352.0,8352.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-compnone-trial1,1,999.39314,999.39314,999.39314,9.76,9.76,9.76,48.611817699999996,48.611817699999996,48.611817699999996,7498,7498.0,7498.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-compnone-trial2,1,999.339365,999.339365,999.339365,9.76,9.76,9.76,54.971755800000004,54.971755800000004,54.971755800000004,7592,7592.0,7592.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod12-compnone-trial3,1,999.341675,999.341675,999.341675,9.76,9.76,9.76,46.0357591,46.0357591,46.0357591,7829,7829.0,7829.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-complz4-trial1,1,999.65452,999.65452,999.65452,9.76,9.76,9.76,17.2250229,17.2250229,17.2250229,4057,4057.0,4057.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-complz4-trial2,1,999.547409,999.547409,999.547409,9.76,9.76,9.76,16.7749801,16.7749801,16.7749801,4089,4089.0,4089.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-complz4-trial3,1,999.681066,999.681066,999.681066,9.76,9.76,9.76,17.0650221,17.0650221,17.0650221,4145,4145.0,4145.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-compnone-trial1,1,999.761209,999.761209,999.761209,9.76,9.76,9.76,16.3683129,16.3683129,16.3683129,3964,3964.0,3964.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-compnone-trial2,1,999.59952,999.59952,999.59952,9.76,9.76,9.76,17.4366556,17.4366556,17.4366556,3871,3871.0,3871.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acksall-prod6-compnone-trial3,1,999.57735,999.57735,999.57735,9.76,9.76,9.76,17.258347999999998,17.258347999999998,17.258347999999998,4153,4153.0,4153.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-complz4-trial1,1,999.60016,999.60016,999.60016,9.76,9.76,9.76,9.54,9.54,9.54,825,825.0,825.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-complz4-trial2,1,999.410348,999.410348,999.410348,9.76,9.76,9.76,8.07,8.07,8.07,761,761.0,761.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-complz4-trial3,1,999.760058,999.760058,999.760058,9.76,9.76,9.76,8.5,8.5,8.5,720,720.0,720.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial1,1,999.420336,999.420336,999.420336,9.76,9.76,9.76,6.5,6.5,6.5,675,675.0,675.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial2,1,999.64013,999.64013,999.64013,9.76,9.76,9.76,5.41,5.41,5.41,585,585.0,585.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial3,1,999.240577,999.240577,999.240577,9.76,9.76,9.76,6.55,6.55,6.55,732,732.0,732.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-complz4-trial1,1,997.053045,997.053045,997.053045,9.76,9.76,9.76,1416.6290034,1416.6290034,1416.6290034,11111,11111.0,11111.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-complz4-trial2,1,997.142218,997.142218,997.142218,9.76,9.76,9.76,1341.2706918,1341.2706918,1341.2706918,10564,10564.0,10564.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-complz4-trial3,1,997.9030829999999,997.9030829999999,997.9030829999999,9.76,9.76,9.76,1256.0843514,1256.0843514,1256.0843514,10576,10576.0,10576.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-compnone-trial1,1,997.624515,997.624515,997.624515,9.76,9.76,9.76,1009.3655178,1009.3655178,1009.3655178,10284,10284.0,10284.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-compnone-trial2,1,996.951362,996.951362,996.951362,9.76,9.76,9.76,1017.8077303,1017.8077303,1017.8077303,11983,11983.0,11983.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod12-compnone-trial3,1,997.0440140000001,997.0440140000001,997.0440140000001,9.76,9.76,9.76,1020.8768139,1020.8768139,1020.8768139,11064,11064.0,11064.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-complz4-trial1,1,999.2303509999999,999.2303509999999,999.2303509999999,9.76,9.76,9.76,318.48237650000004,318.48237650000004,318.48237650000004,5906,5906.0,5906.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-complz4-trial2,1,999.114958,999.114958,999.114958,9.76,9.76,9.76,327.7411543,327.7411543,327.7411543,5463,5463.0,5463.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-complz4-trial3,1,999.450558,999.450558,999.450558,9.76,9.76,9.76,295.5814146,295.5814146,295.5814146,5457,5457.0,5457.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-compnone-trial1,1,999.373842,999.373842,999.373842,9.76,9.76,9.76,234.7113789,234.7113789,234.7113789,5369,5369.0,5369.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-compnone-trial2,1,999.351351,999.351351,999.351351,9.76,9.76,9.76,252.2534886,252.2534886,252.2534886,5259,5259.0,5259.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod6-compnone-trial3,1,998.820535,998.820535,998.820535,9.76,9.76,9.76,255.7631315,255.7631315,255.7631315,5346,5346.0,5346.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-complz4-trial1,1,998.891231,998.891231,998.891231,9.75,9.75,9.75,14.68,14.68,14.68,829,829.0,829.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-complz4-trial2,1,999.60016,999.60016,999.60016,9.76,9.76,9.76,14.76,14.76,14.76,767,767.0,767.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-complz4-trial3,1,999.370397,999.370397,999.370397,9.76,9.76,9.76,15.27,15.27,15.27,888,888.0,888.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-compnone-trial1,1,999.780048,999.780048,999.780048,9.76,9.76,9.76,8.14,8.14,8.14,630,630.0,630.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-compnone-trial2,1,999.550202,999.550202,999.550202,9.76,9.76,9.76,9.5,9.5,9.5,671,671.0,671.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod1-compnone-trial3,1,998.512217,998.512217,998.512217,9.75,9.75,9.75,12.34,12.34,12.34,733,733.0,733.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-complz4-trial1,1,996.635399,996.635399,996.635399,9.75,9.75,9.75,1600.8578739,1600.8578739,1600.8578739,11094,11094.0,11094.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-complz4-trial2,1,999.020452,999.020452,999.020452,9.76,9.76,9.76,691.4573634999999,691.4573634999999,691.4573634999999,7972,7972.0,7972.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-complz4-trial3,1,998.795331,998.795331,998.795331,9.76,9.76,9.76,701.5481298000001,701.5481298000001,701.5481298000001,8188,8188.0,8188.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-compnone-trial1,1,997.3334659999999,997.3334659999999,997.3334659999999,9.76,9.76,9.76,1608.1524040000002,1608.1524040000002,1608.1524040000002,11840,11840.0,11840.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-compnone-trial2,1,996.833406,996.833406,996.833406,9.75,9.75,9.75,1196.8299113,1196.8299113,1196.8299113,10829,10829.0,10829.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod12-compnone-trial3,1,997.046549,997.046549,997.046549,9.76,9.76,9.76,1258.2371143999999,1258.2371143999999,1258.2371143999999,11804,11804.0,11804.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-complz4-trial1,1,999.310691,999.310691,999.310691,9.76,9.76,9.76,410.3784392,410.3784392,410.3784392,5299,5299.0,5299.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-complz4-trial2,1,999.525438,999.525438,999.525438,9.76,9.76,9.76,382.65136240000004,382.65136240000004,382.65136240000004,5368,5368.0,5368.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-complz4-trial3,1,999.614809,999.614809,999.614809,9.76,9.76,9.76,384.8076183,384.8076183,384.8076183,5466,5466.0,5466.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-compnone-trial1,1,999.484247,999.484247,999.484247,9.76,9.76,9.76,289.7230704,289.7230704,289.7230704,5017,5017.0,5017.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-compnone-trial2,1,998.977279,998.977279,998.977279,9.76,9.76,9.76,297.3014995,297.3014995,297.3014995,5171,5171.0,5171.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch16384-acksall-prod6-compnone-trial3,1,999.4690439999999,999.4690439999999,999.4690439999999,9.76,9.76,9.76,290.93302880000005,290.93302880000005,290.93302880000005,5507,5507.0,5507.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps10000-batch131072-acks1-prod1-complz4-trial1,1,8949.346698,8949.346698,8949.346698,87.4,87.4,87.4,3.3,3.3,3.3,557,557.0,557.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps10000-batch131072-acks1-prod1-complz4-trial2,1,8908.685969,8908.685969,8908.685969,87,87.0,87.0,3.11,3.11,3.11,543,543.0,543.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps10000-batch131072-acks1-prod1-complz4-trial3,1,8668.51595,8668.51595,8668.51595,84.65,84.65,84.65,3.05,3.05,3.05,522,522.0,522.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps10000-batch131072-acks1-prod1-compnone-trial1,1,9961.151509,9961.151509,9961.151509,97.28,97.28,97.28,3.85,3.85,3.85,472,472.0,472.0
security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps10000-batch131072-acks1-prod1-compnone-trial2,1,9951.238929,9951.238929,9951.238929,97.18,97.18,97.18,3.9,3.9,3.9,515,515.0,515.0
