producer_index=8
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6898.0 ms avg latency, 6898.0 ms max latency.
284 records sent, 56.7 records/sec (5.54 MB/sec), 582.4 ms avg latency, 1602.0 ms max latency.
257 records sent, 51.3 records/sec (5.01 MB/sec), 94.3 ms avg latency, 308.0 ms max latency.
292 records sent, 58.3 records/sec (5.70 MB/sec), 56.0 ms avg latency, 182.0 ms max latency.
362 records sent, 72.2 records/sec (7.05 MB/sec), 36.1 ms avg latency, 128.0 ms max latency.
416 records sent, 82.8 records/sec (8.08 MB/sec), 35.4 ms avg latency, 128.0 ms max latency.
408 records sent, 81.3 records/sec (7.94 MB/sec), 29.8 ms avg latency, 100.0 ms max latency.
375 records sent, 75.0 records/sec (7.32 MB/sec), 35.8 ms avg latency, 136.0 ms max latency.
349 records sent, 69.7 records/sec (6.81 MB/sec), 34.8 ms avg latency, 108.0 ms max latency.
360 records sent, 71.3 records/sec (6.96 MB/sec), 34.2 ms avg latency, 122.0 ms max latency.
358 records sent, 71.5 records/sec (6.98 MB/sec), 33.8 ms avg latency, 119.0 ms max latency.
345 records sent, 69.0 records/sec (6.74 MB/sec), 40.6 ms avg latency, 168.0 ms max latency.
359 records sent, 71.7 records/sec (7.00 MB/sec), 32.5 ms avg latency, 130.0 ms max latency.
359 records sent, 71.8 records/sec (7.01 MB/sec), 33.5 ms avg latency, 111.0 ms max latency.
358 records sent, 71.1 records/sec (6.95 MB/sec), 37.3 ms avg latency, 142.0 ms max latency.
371 records sent, 74.1 records/sec (7.24 MB/sec), 29.5 ms avg latency, 118.0 ms max latency.
371 records sent, 73.1 records/sec (7.13 MB/sec), 113.2 ms avg latency, 662.0 ms max latency.
381 records sent, 76.0 records/sec (7.42 MB/sec), 31.0 ms avg latency, 203.0 ms max latency.
380 records sent, 75.7 records/sec (7.39 MB/sec), 31.7 ms avg latency, 132.0 ms max latency.
369 records sent, 73.5 records/sec (7.18 MB/sec), 38.8 ms avg latency, 280.0 ms max latency.
372 records sent, 74.2 records/sec (7.25 MB/sec), 27.6 ms avg latency, 102.0 ms max latency.
381 records sent, 75.6 records/sec (7.38 MB/sec), 30.8 ms avg latency, 109.0 ms max latency.
361 records sent, 72.1 records/sec (7.04 MB/sec), 30.8 ms avg latency, 171.0 ms max latency.
389 records sent, 77.5 records/sec (7.57 MB/sec), 33.9 ms avg latency, 183.0 ms max latency.
8333 records sent, 67.311809 records/sec (6.57 MB/sec), 59.19 ms avg latency, 6898.00 ms max latency, 29 ms 50th, 130 ms 95th, 854 ms 99th, 1425 ms 99.9th.
