producer_index=6
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6926.0 ms avg latency, 6926.0 ms max latency.
273 records sent, 54.6 records/sec (5.33 MB/sec), 508.9 ms avg latency, 1447.0 ms max latency.
262 records sent, 52.1 records/sec (5.09 MB/sec), 89.6 ms avg latency, 257.0 ms max latency.
298 records sent, 59.6 records/sec (5.82 MB/sec), 53.4 ms avg latency, 130.0 ms max latency.
329 records sent, 65.7 records/sec (6.42 MB/sec), 38.6 ms avg latency, 152.0 ms max latency.
412 records sent, 82.3 records/sec (8.04 MB/sec), 32.7 ms avg latency, 205.0 ms max latency.
414 records sent, 82.3 records/sec (8.04 MB/sec), 28.1 ms avg latency, 96.0 ms max latency.
380 records sent, 76.0 records/sec (7.42 MB/sec), 33.5 ms avg latency, 130.0 ms max latency.
349 records sent, 69.5 records/sec (6.79 MB/sec), 42.4 ms avg latency, 185.0 ms max latency.
360 records sent, 72.0 records/sec (7.03 MB/sec), 34.1 ms avg latency, 155.0 ms max latency.
358 records sent, 71.5 records/sec (6.98 MB/sec), 34.3 ms avg latency, 130.0 ms max latency.
350 records sent, 69.0 records/sec (6.74 MB/sec), 34.5 ms avg latency, 197.0 ms max latency.
363 records sent, 72.6 records/sec (7.09 MB/sec), 35.6 ms avg latency, 153.0 ms max latency.
349 records sent, 69.2 records/sec (6.76 MB/sec), 34.8 ms avg latency, 110.0 ms max latency.
366 records sent, 73.0 records/sec (7.13 MB/sec), 33.9 ms avg latency, 119.0 ms max latency.
372 records sent, 73.8 records/sec (7.21 MB/sec), 33.0 ms avg latency, 109.0 ms max latency.
370 records sent, 73.8 records/sec (7.21 MB/sec), 97.4 ms avg latency, 629.0 ms max latency.
369 records sent, 73.7 records/sec (7.20 MB/sec), 37.9 ms avg latency, 162.0 ms max latency.
381 records sent, 75.8 records/sec (7.41 MB/sec), 32.5 ms avg latency, 164.0 ms max latency.
375 records sent, 74.8 records/sec (7.31 MB/sec), 28.5 ms avg latency, 85.0 ms max latency.
373 records sent, 73.8 records/sec (7.21 MB/sec), 27.2 ms avg latency, 82.0 ms max latency.
385 records sent, 76.9 records/sec (7.51 MB/sec), 27.7 ms avg latency, 98.0 ms max latency.
369 records sent, 73.4 records/sec (7.17 MB/sec), 30.0 ms avg latency, 104.0 ms max latency.
379 records sent, 75.6 records/sec (7.39 MB/sec), 33.6 ms avg latency, 132.0 ms max latency.
8333 records sent, 67.052907 records/sec (6.55 MB/sec), 54.85 ms avg latency, 6926.00 ms max latency, 29 ms 50th, 131 ms 95th, 644 ms 99th, 1312 ms 99.9th.
