producer_index=9
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6776.0 ms avg latency, 6776.0 ms max latency.
267 records sent, 53.0 records/sec (5.18 MB/sec), 665.0 ms avg latency, 1653.0 ms max latency.
259 records sent, 51.6 records/sec (5.04 MB/sec), 86.5 ms avg latency, 213.0 ms max latency.
294 records sent, 58.7 records/sec (5.73 MB/sec), 83.6 ms avg latency, 316.0 ms max latency.
322 records sent, 64.0 records/sec (6.25 MB/sec), 42.9 ms avg latency, 128.0 ms max latency.
449 records sent, 89.7 records/sec (8.76 MB/sec), 25.1 ms avg latency, 109.0 ms max latency.
387 records sent, 77.4 records/sec (7.56 MB/sec), 32.5 ms avg latency, 147.0 ms max latency.
372 records sent, 74.3 records/sec (7.26 MB/sec), 27.6 ms avg latency, 84.0 ms max latency.
358 records sent, 71.5 records/sec (6.98 MB/sec), 37.6 ms avg latency, 161.0 ms max latency.
357 records sent, 71.2 records/sec (6.95 MB/sec), 32.9 ms avg latency, 173.0 ms max latency.
354 records sent, 69.3 records/sec (6.77 MB/sec), 37.5 ms avg latency, 264.0 ms max latency.
354 records sent, 70.0 records/sec (6.84 MB/sec), 38.9 ms avg latency, 181.0 ms max latency.
359 records sent, 71.3 records/sec (6.96 MB/sec), 31.7 ms avg latency, 84.0 ms max latency.
369 records sent, 73.8 records/sec (7.20 MB/sec), 33.7 ms avg latency, 151.0 ms max latency.
359 records sent, 71.7 records/sec (7.00 MB/sec), 28.1 ms avg latency, 95.0 ms max latency.
369 records sent, 73.3 records/sec (7.16 MB/sec), 28.0 ms avg latency, 114.0 ms max latency.
372 records sent, 74.2 records/sec (7.25 MB/sec), 94.6 ms avg latency, 696.0 ms max latency.
361 records sent, 72.0 records/sec (7.04 MB/sec), 32.1 ms avg latency, 119.0 ms max latency.
385 records sent, 77.0 records/sec (7.52 MB/sec), 28.9 ms avg latency, 103.0 ms max latency.
369 records sent, 73.7 records/sec (7.19 MB/sec), 29.3 ms avg latency, 119.0 ms max latency.
374 records sent, 74.8 records/sec (7.30 MB/sec), 31.1 ms avg latency, 103.0 ms max latency.
371 records sent, 73.5 records/sec (7.18 MB/sec), 29.2 ms avg latency, 114.0 ms max latency.
380 records sent, 75.7 records/sec (7.39 MB/sec), 33.2 ms avg latency, 167.0 ms max latency.
379 records sent, 75.7 records/sec (7.39 MB/sec), 28.8 ms avg latency, 156.0 ms max latency.
8333 records sent, 67.098260 records/sec (6.55 MB/sec), 59.18 ms avg latency, 6776.00 ms max latency, 28 ms 50th, 139 ms 95th, 880 ms 99th, 1478 ms 99.9th.
