sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
1024,3,999.7667223333333,999.720078,999.810036,0.98,0.98,0.98,5.23,5.15,5.31,491.3333333333333,470.0,502.0
10240,3,999.700091,999.670109,999.750062,9.76,9.76,9.76,5.5,4.76,6.36,530.3333333333334,515.0,549.0
102400,3,999.6634469999999,999.64013,999.680102,97.62333333333333,97.62,97.63,19.76,19.18,20.71,1559.3333333333333,895.0,1910.0
