3289 records sent, 657.8 records/sec (64.24 MB/sec), 18.0 ms avg latency, 703.0 ms max latency.
4265 records sent, 852.8 records/sec (83.28 MB/sec), 6.1 ms avg latency, 37.0 ms max latency.
4366 records sent, 873.2 records/sec (85.27 MB/sec), 5.2 ms avg latency, 45.0 ms max latency.
4670 records sent, 934.0 records/sec (91.21 MB/sec), 6.1 ms avg latency, 50.0 ms max latency.
6217 records sent, 1243.4 records/sec (121.43 MB/sec), 6.2 ms avg latency, 49.0 ms max latency.
6610 records sent, 1321.5 records/sec (129.05 MB/sec), 5.9 ms avg latency, 36.0 ms max latency.
5591 records sent, 1118.2 records/sec (109.20 MB/sec), 5.3 ms avg latency, 31.0 ms max latency.
5008 records sent, 1001.2 records/sec (97.77 MB/sec), 4.1 ms avg latency, 37.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 4.6 ms avg latency, 40.0 ms max latency.
5003 records sent, 1000.2 records/sec (97.68 MB/sec), 5.2 ms avg latency, 49.0 ms max latency.
4983 records sent, 996.2 records/sec (97.29 MB/sec), 5.0 ms avg latency, 39.0 ms max latency.
5025 records sent, 1005.0 records/sec (98.14 MB/sec), 4.9 ms avg latency, 213.0 ms max latency.
4957 records sent, 988.0 records/sec (96.49 MB/sec), 18.0 ms avg latency, 272.0 ms max latency.
5053 records sent, 1010.4 records/sec (98.67 MB/sec), 11.3 ms avg latency, 167.0 ms max latency.
5010 records sent, 1001.4 records/sec (97.79 MB/sec), 5.9 ms avg latency, 52.0 ms max latency.
4968 records sent, 993.4 records/sec (97.01 MB/sec), 7.5 ms avg latency, 51.0 ms max latency.
5036 records sent, 1007.2 records/sec (98.36 MB/sec), 5.2 ms avg latency, 40.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 5.6 ms avg latency, 56.0 ms max latency.
4968 records sent, 991.4 records/sec (96.82 MB/sec), 5.3 ms avg latency, 41.0 ms max latency.
100000 records sent, 999.700090 records/sec (97.63 MB/sec), 6.83 ms avg latency, 703.00 ms max latency, 4 ms 50th, 17 ms 95th, 59 ms 99th, 139 ms 99.9th.
