producer_index=1
producer_count=12
producer_records=8334
producer_throughput=84
1 records sent, 0.1 records/sec (0.00 MB/sec), 3471.0 ms avg latency, 3471.0 ms max latency.
116 records sent, 22.4 records/sec (0.22 MB/sec), 5991.0 ms avg latency, 15340.0 ms max latency.
258 records sent, 50.7 records/sec (0.50 MB/sec), 9058.6 ms avg latency, 10533.0 ms max latency.
400 records sent, 79.9 records/sec (0.78 MB/sec), 12039.2 ms avg latency, 13418.0 ms max latency.
866 records sent, 172.4 records/sec (1.68 MB/sec), 14214.1 ms avg latency, 15138.0 ms max latency.
1260 records sent, 251.4 records/sec (2.46 MB/sec), 11271.7 ms avg latency, 15399.0 ms max latency.
947 records sent, 188.8 records/sec (1.84 MB/sec), 2415.9 ms avg latency, 6338.0 ms max latency.
422 records sent, 84.1 records/sec (0.82 MB/sec), 19.6 ms avg latency, 83.0 ms max latency.
422 records sent, 84.2 records/sec (0.82 MB/sec), 19.7 ms avg latency, 78.0 ms max latency.
421 records sent, 84.2 records/sec (0.82 MB/sec), 16.0 ms avg latency, 52.0 ms max latency.
422 records sent, 84.1 records/sec (0.82 MB/sec), 16.4 ms avg latency, 57.0 ms max latency.
422 records sent, 84.1 records/sec (0.82 MB/sec), 17.9 ms avg latency, 80.0 ms max latency.
421 records sent, 84.0 records/sec (0.82 MB/sec), 15.1 ms avg latency, 57.0 ms max latency.
422 records sent, 84.2 records/sec (0.82 MB/sec), 15.2 ms avg latency, 53.0 ms max latency.
421 records sent, 84.0 records/sec (0.82 MB/sec), 13.9 ms avg latency, 45.0 ms max latency.
421 records sent, 84.1 records/sec (0.82 MB/sec), 14.9 ms avg latency, 73.0 ms max latency.
421 records sent, 84.1 records/sec (0.82 MB/sec), 13.7 ms avg latency, 39.0 ms max latency.
8334 records sent, 83.710839 records/sec (0.82 MB/sec), 4406.40 ms avg latency, 15399.00 ms max latency, 24 ms 50th, 14669 ms 95th, 15125 ms 99th, 15333 ms 99.9th.
