run_id=security-overhead-final-factorial-mtls-b5-rf3-isr3-msg102400-tps1000-batch16384-acks1-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf3-isr3-msg102400-tps1000-batch16384-acks1-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
2337 records sent, 467.3 records/sec (45.64 MB/sec), 283.3 ms avg latency, 1335.0 ms max latency.
4839 records sent, 967.6 records/sec (94.49 MB/sec), 3.6 ms avg latency, 26.0 ms max latency.
5280 records sent, 1055.8 records/sec (103.10 MB/sec), 3.2 ms avg latency, 30.0 ms max latency.
6095 records sent, 1219.0 records/sec (119.04 MB/sec), 2.3 ms avg latency, 34.0 ms max latency.
6459 records sent, 1291.8 records/sec (126.15 MB/sec), 2.3 ms avg latency, 31.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 1.7 ms avg latency, 27.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 1.7 ms avg latency, 27.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 1.6 ms avg latency, 24.0 ms max latency.
5005 records sent, 1001.0 records/sec (97.75 MB/sec), 1.7 ms avg latency, 22.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 1.6 ms avg latency, 19.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 1.6 ms avg latency, 22.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 1.7 ms avg latency, 26.0 ms max latency.
4991 records sent, 997.8 records/sec (97.44 MB/sec), 4.5 ms avg latency, 146.0 ms max latency.
5016 records sent, 1003.0 records/sec (97.95 MB/sec), 2.4 ms avg latency, 97.0 ms max latency.
5002 records sent, 1000.2 records/sec (97.68 MB/sec), 1.6 ms avg latency, 21.0 ms max latency.
5005 records sent, 1001.0 records/sec (97.75 MB/sec), 1.6 ms avg latency, 15.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 1.7 ms avg latency, 20.0 ms max latency.
5003 records sent, 1000.4 records/sec (97.70 MB/sec), 1.6 ms avg latency, 22.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 1.6 ms avg latency, 25.0 ms max latency.
100000 records sent, 999.620144 records/sec (97.62 MB/sec), 8.67 ms avg latency, 1335.00 ms max latency, 2 ms 50th, 5 ms 95th, 209 ms 99th, 950 ms 99.9th.
