producer_index=7
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 5984.0 ms avg latency, 5984.0 ms max latency.
107 records sent, 21.1 records/sec (0.21 MB/sec), 8060.2 ms avg latency, 17682.0 ms max latency.
276 records sent, 54.8 records/sec (0.53 MB/sec), 10165.0 ms avg latency, 12608.0 ms max latency.
574 records sent, 114.3 records/sec (1.12 MB/sec), 12188.3 ms avg latency, 13082.0 ms max latency.
1043 records sent, 206.2 records/sec (2.01 MB/sec), 13669.1 ms avg latency, 14517.0 ms max latency.
1265 records sent, 252.9 records/sec (2.47 MB/sec), 8827.4 ms avg latency, 14084.0 ms max latency.
723 records sent, 144.6 records/sec (1.41 MB/sec), 1122.4 ms avg latency, 3876.0 ms max latency.
415 records sent, 83.0 records/sec (0.81 MB/sec), 15.4 ms avg latency, 48.0 ms max latency.
417 records sent, 83.3 records/sec (0.81 MB/sec), 14.1 ms avg latency, 86.0 ms max latency.
415 records sent, 83.0 records/sec (0.81 MB/sec), 12.7 ms avg latency, 67.0 ms max latency.
416 records sent, 83.1 records/sec (0.81 MB/sec), 13.0 ms avg latency, 51.0 ms max latency.
415 records sent, 82.9 records/sec (0.81 MB/sec), 12.7 ms avg latency, 53.0 ms max latency.
415 records sent, 83.0 records/sec (0.81 MB/sec), 11.9 ms avg latency, 60.0 ms max latency.
416 records sent, 83.2 records/sec (0.81 MB/sec), 11.1 ms avg latency, 47.0 ms max latency.
416 records sent, 83.0 records/sec (0.81 MB/sec), 11.2 ms avg latency, 53.0 ms max latency.
415 records sent, 82.9 records/sec (0.81 MB/sec), 9.5 ms avg latency, 26.0 ms max latency.
417 records sent, 83.1 records/sec (0.81 MB/sec), 9.3 ms avg latency, 39.0 ms max latency.
8333 records sent, 82.882435 records/sec (0.81 MB/sec), 4435.03 ms avg latency, 17682.00 ms max latency, 18 ms 50th, 13872 ms 95th, 14280 ms 99th, 14420 ms 99.9th.
