producer_index=8
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 9173.0 ms avg latency, 9173.0 ms max latency.
220 records sent, 43.3 records/sec (4.23 MB/sec), 1363.8 ms avg latency, 1777.0 ms max latency.
333 records sent, 65.2 records/sec (6.36 MB/sec), 756.6 ms avg latency, 1557.0 ms max latency.
276 records sent, 54.8 records/sec (5.36 MB/sec), 100.8 ms avg latency, 275.0 ms max latency.
359 records sent, 71.7 records/sec (7.00 MB/sec), 81.9 ms avg latency, 281.0 ms max latency.
336 records sent, 66.7 records/sec (6.51 MB/sec), 41.2 ms avg latency, 156.0 ms max latency.
386 records sent, 76.8 records/sec (7.50 MB/sec), 33.3 ms avg latency, 175.0 ms max latency.
453 records sent, 89.8 records/sec (8.77 MB/sec), 39.3 ms avg latency, 225.0 ms max latency.
394 records sent, 78.7 records/sec (7.69 MB/sec), 34.5 ms avg latency, 184.0 ms max latency.
380 records sent, 75.6 records/sec (7.39 MB/sec), 31.1 ms avg latency, 123.0 ms max latency.
349 records sent, 69.3 records/sec (6.77 MB/sec), 27.3 ms avg latency, 109.0 ms max latency.
350 records sent, 69.8 records/sec (6.81 MB/sec), 28.0 ms avg latency, 105.0 ms max latency.
414 records sent, 82.8 records/sec (8.08 MB/sec), 40.3 ms avg latency, 137.0 ms max latency.
343 records sent, 68.4 records/sec (6.68 MB/sec), 26.6 ms avg latency, 107.0 ms max latency.
380 records sent, 75.8 records/sec (7.41 MB/sec), 51.0 ms avg latency, 248.0 ms max latency.
354 records sent, 70.7 records/sec (6.91 MB/sec), 55.7 ms avg latency, 396.0 ms max latency.
351 records sent, 70.2 records/sec (6.86 MB/sec), 35.2 ms avg latency, 460.0 ms max latency.
388 records sent, 77.2 records/sec (7.54 MB/sec), 27.3 ms avg latency, 114.0 ms max latency.
362 records sent, 72.2 records/sec (7.05 MB/sec), 26.1 ms avg latency, 119.0 ms max latency.
329 records sent, 65.6 records/sec (6.41 MB/sec), 25.0 ms avg latency, 134.0 ms max latency.
407 records sent, 81.4 records/sec (7.95 MB/sec), 27.9 ms avg latency, 98.0 ms max latency.
372 records sent, 74.1 records/sec (7.24 MB/sec), 30.3 ms avg latency, 108.0 ms max latency.
376 records sent, 74.8 records/sec (7.31 MB/sec), 30.0 ms avg latency, 119.0 ms max latency.
8333 records sent, 66.984992 records/sec (6.54 MB/sec), 102.63 ms avg latency, 9173.00 ms max latency, 26 ms 50th, 619 ms 95th, 1449 ms 99th, 1737 ms 99.9th.
