run_id=security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps10000-batch16384-acksall-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps10000-batch16384-acksall-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
1913 records sent, 382.6 records/sec (37.36 MB/sec), 474.7 ms avg latency, 1505.0 ms max latency.
4261 records sent, 851.9 records/sec (83.19 MB/sec), 11.0 ms avg latency, 56.0 ms max latency.
5023 records sent, 1004.6 records/sec (98.11 MB/sec), 14.7 ms avg latency, 66.0 ms max latency.
4644 records sent, 928.8 records/sec (90.70 MB/sec), 13.7 ms avg latency, 112.0 ms max latency.
5517 records sent, 1103.4 records/sec (107.75 MB/sec), 65.8 ms avg latency, 315.0 ms max latency.
5946 records sent, 1188.7 records/sec (116.09 MB/sec), 117.2 ms avg latency, 395.0 ms max latency.
6178 records sent, 1235.6 records/sec (120.66 MB/sec), 80.3 ms avg latency, 301.0 ms max latency.
6256 records sent, 1251.2 records/sec (122.19 MB/sec), 103.2 ms avg latency, 342.0 ms max latency.
6183 records sent, 1236.6 records/sec (120.76 MB/sec), 98.6 ms avg latency, 470.0 ms max latency.
6244 records sent, 1248.6 records/sec (121.93 MB/sec), 101.3 ms avg latency, 479.0 ms max latency.
5439 records sent, 1083.9 records/sec (105.85 MB/sec), 122.3 ms avg latency, 694.0 ms max latency.
4786 records sent, 956.8 records/sec (93.44 MB/sec), 298.9 ms avg latency, 1252.0 ms max latency.
6100 records sent, 1220.0 records/sec (119.14 MB/sec), 81.4 ms avg latency, 452.0 ms max latency.
6118 records sent, 1223.4 records/sec (119.47 MB/sec), 147.8 ms avg latency, 529.0 ms max latency.
5973 records sent, 1194.6 records/sec (116.66 MB/sec), 211.7 ms avg latency, 414.0 ms max latency.
6116 records sent, 1223.2 records/sec (119.45 MB/sec), 115.3 ms avg latency, 336.0 ms max latency.
6166 records sent, 1233.2 records/sec (120.43 MB/sec), 84.9 ms avg latency, 229.0 ms max latency.
6010 records sent, 1202.0 records/sec (117.38 MB/sec), 104.5 ms avg latency, 245.0 ms max latency.
100000 records sent, 1098.876948 records/sec (107.31 MB/sec), 112.29 ms avg latency, 1505.00 ms max latency, 76 ms 50th, 302 ms 95th, 736 ms 99th, 1089 ms 99.9th.
