"run_id","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","records_sent","throughput_records_per_sec","throughput_mb_per_sec","avg_latency_ms","max_latency_ms"
"20260415T185427Z-plaintext-default-message_size_bytes-1024-trial1","plaintext","plaintext-default","message-size-bytes","message_size_bytes","1024","1","3","3","6","3","100000","1024","1000","1","1","16384","5","all","100000","999.770053","0.98","5.31","470.0"
"20260415T185613Z-plaintext-default-message_size_bytes-1024-trial2","plaintext","plaintext-default","message-size-bytes","message_size_bytes","1024","2","3","3","6","3","100000","1024","1000","1","1","16384","5","all","100000","999.810036","0.98","5.15","502.0"
"20260415T185759Z-plaintext-default-message_size_bytes-1024-trial3","plaintext","plaintext-default","message-size-bytes","message_size_bytes","1024","3","3","3","6","3","100000","1024","1000","1","1","16384","5","all","100000","999.720078","0.98","5.23","502.0"
"20260415T185944Z-plaintext-default-message_size_bytes-10240-trial1","plaintext","plaintext-default","message-size-bytes","message_size_bytes","10240","1","3","3","6","3","100000","10240","1000","1","1","16384","5","all","100000","999.670109","9.76","6.36","549.0"
"20260415T190129Z-plaintext-default-message_size_bytes-10240-trial2","plaintext","plaintext-default","message-size-bytes","message_size_bytes","10240","2","3","3","6","3","100000","10240","1000","1","1","16384","5","all","100000","999.680102","9.76","5.38","515.0"
"20260415T190315Z-plaintext-default-message_size_bytes-10240-trial3","plaintext","plaintext-default","message-size-bytes","message_size_bytes","10240","3","3","3","6","3","100000","10240","1000","1","1","16384","5","all","100000","999.750062","9.76","4.76","527.0"
"20260415T190500Z-plaintext-default-message_size_bytes-102400-trial1","plaintext","plaintext-default","message-size-bytes","message_size_bytes","102400","1","3","3","6","3","100000","102400","1000","1","1","16384","5","all","100000","999.64013","97.62","19.18","1910.0"
"20260416T011836Z-plaintext-default-message_size_bytes-102400-trial2","plaintext","plaintext-default","message-size-bytes","message_size_bytes","102400","2","3","3","6","3","100000","102400","1000","1","1","16384","5","all","100000","999.670109","97.62","20.71","895.0"
"20260416T012022Z-plaintext-default-message_size_bytes-102400-trial3","plaintext","plaintext-default","message-size-bytes","message_size_bytes","102400","3","3","3","6","3","100000","102400","1000","1","1","16384","5","all","100000","999.680102","97.63","19.39","1873.0"
