producer_index=11
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 17774.0 ms avg latency, 17774.0 ms max latency.
61 records sent, 11.8 records/sec (1.16 MB/sec), 6662.1 ms avg latency, 8263.0 ms max latency.
108 records sent, 21.1 records/sec (2.06 MB/sec), 9353.0 ms avg latency, 11296.0 ms max latency.
222 records sent, 44.0 records/sec (4.29 MB/sec), 9729.8 ms avg latency, 12591.0 ms max latency.
292 records sent, 58.0 records/sec (5.67 MB/sec), 4885.1 ms avg latency, 7468.0 ms max latency.
340 records sent, 67.5 records/sec (6.60 MB/sec), 4113.8 ms avg latency, 4968.0 ms max latency.
461 records sent, 91.0 records/sec (8.88 MB/sec), 2702.9 ms avg latency, 3888.0 ms max latency.
473 records sent, 94.1 records/sec (9.19 MB/sec), 1470.4 ms avg latency, 2142.0 ms max latency.
414 records sent, 82.0 records/sec (8.01 MB/sec), 281.4 ms avg latency, 1086.0 ms max latency.
332 records sent, 66.2 records/sec (6.46 MB/sec), 103.4 ms avg latency, 370.0 ms max latency.
214 records sent, 42.2 records/sec (4.12 MB/sec), 97.7 ms avg latency, 282.0 ms max latency.
269 records sent, 53.7 records/sec (5.24 MB/sec), 63.9 ms avg latency, 228.0 ms max latency.
335 records sent, 66.6 records/sec (6.50 MB/sec), 58.8 ms avg latency, 250.0 ms max latency.
358 records sent, 71.6 records/sec (6.99 MB/sec), 87.5 ms avg latency, 298.0 ms max latency.
366 records sent, 72.7 records/sec (7.10 MB/sec), 97.8 ms avg latency, 419.0 ms max latency.
373 records sent, 74.4 records/sec (7.27 MB/sec), 71.1 ms avg latency, 266.0 ms max latency.
400 records sent, 80.0 records/sec (7.81 MB/sec), 53.6 ms avg latency, 154.0 ms max latency.
379 records sent, 75.6 records/sec (7.39 MB/sec), 65.0 ms avg latency, 242.0 ms max latency.
334 records sent, 66.5 records/sec (6.49 MB/sec), 63.2 ms avg latency, 225.0 ms max latency.
361 records sent, 72.0 records/sec (7.03 MB/sec), 54.6 ms avg latency, 232.0 ms max latency.
362 records sent, 71.9 records/sec (7.03 MB/sec), 63.4 ms avg latency, 205.0 ms max latency.
413 records sent, 82.4 records/sec (8.05 MB/sec), 113.8 ms avg latency, 601.0 ms max latency.
380 records sent, 75.9 records/sec (7.42 MB/sec), 45.4 ms avg latency, 143.0 ms max latency.
420 records sent, 83.9 records/sec (8.20 MB/sec), 65.1 ms avg latency, 438.0 ms max latency.
389 records sent, 77.5 records/sec (7.57 MB/sec), 49.2 ms avg latency, 208.0 ms max latency.
8333 records sent, 58.175497 records/sec (5.68 MB/sec), 1067.20 ms avg latency, 17774.00 ms max latency, 73 ms 50th, 5616 ms 95th, 10869 ms 99th, 12173 ms 99.9th.
