producer_index=9
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 16073.0 ms avg latency, 16073.0 ms max latency.
39 records sent, 7.8 records/sec (0.76 MB/sec), 7089.5 ms avg latency, 8590.0 ms max latency.
90 records sent, 17.9 records/sec (1.75 MB/sec), 10141.4 ms avg latency, 12268.0 ms max latency.
162 records sent, 32.0 records/sec (3.13 MB/sec), 12196.8 ms avg latency, 13850.0 ms max latency.
210 records sent, 41.7 records/sec (4.07 MB/sec), 8063.5 ms avg latency, 12738.0 ms max latency.
293 records sent, 57.7 records/sec (5.63 MB/sec), 5142.2 ms avg latency, 7330.0 ms max latency.
382 records sent, 75.6 records/sec (7.39 MB/sec), 3691.0 ms avg latency, 4805.0 ms max latency.
437 records sent, 86.8 records/sec (8.48 MB/sec), 2429.9 ms avg latency, 3644.0 ms max latency.
466 records sent, 92.6 records/sec (9.05 MB/sec), 1136.2 ms avg latency, 2106.0 ms max latency.
345 records sent, 68.7 records/sec (6.71 MB/sec), 107.7 ms avg latency, 418.0 ms max latency.
351 records sent, 70.1 records/sec (6.84 MB/sec), 115.6 ms avg latency, 409.0 ms max latency.
341 records sent, 68.2 records/sec (6.66 MB/sec), 63.4 ms avg latency, 194.0 ms max latency.
349 records sent, 69.6 records/sec (6.80 MB/sec), 60.3 ms avg latency, 242.0 ms max latency.
377 records sent, 75.3 records/sec (7.35 MB/sec), 66.9 ms avg latency, 288.0 ms max latency.
395 records sent, 78.8 records/sec (7.69 MB/sec), 115.6 ms avg latency, 436.0 ms max latency.
356 records sent, 71.0 records/sec (6.93 MB/sec), 77.9 ms avg latency, 324.0 ms max latency.
366 records sent, 73.2 records/sec (7.15 MB/sec), 76.1 ms avg latency, 244.0 ms max latency.
381 records sent, 76.2 records/sec (7.44 MB/sec), 49.5 ms avg latency, 196.0 ms max latency.
358 records sent, 71.2 records/sec (6.96 MB/sec), 75.3 ms avg latency, 330.0 ms max latency.
388 records sent, 77.5 records/sec (7.57 MB/sec), 68.1 ms avg latency, 443.0 ms max latency.
391 records sent, 78.0 records/sec (7.62 MB/sec), 76.7 ms avg latency, 392.0 ms max latency.
364 records sent, 72.7 records/sec (7.10 MB/sec), 52.7 ms avg latency, 162.0 ms max latency.
412 records sent, 82.4 records/sec (8.04 MB/sec), 137.6 ms avg latency, 753.0 ms max latency.
360 records sent, 71.7 records/sec (7.00 MB/sec), 65.9 ms avg latency, 387.0 ms max latency.
380 records sent, 75.4 records/sec (7.37 MB/sec), 42.8 ms avg latency, 141.0 ms max latency.
8333 records sent, 58.563086 records/sec (5.72 MB/sec), 1183.31 ms avg latency, 16073.00 ms max latency, 74 ms 50th, 7308 ms 95th, 12356 ms 99th, 13356 ms 99.9th.
