run_id=security-overhead-final-factorial-tls-b5-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf3-isr3-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4999 records sent, 999.8 records/sec (9.76 MB/sec), 318.6 ms avg latency, 1092.0 ms max latency.
5003 records sent, 1000.6 records/sec (9.77 MB/sec), 2.6 ms avg latency, 18.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.2 ms avg latency, 11.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.3 ms avg latency, 19.0 ms max latency.
4999 records sent, 999.8 records/sec (9.76 MB/sec), 2.4 ms avg latency, 26.0 ms max latency.
5004 records sent, 1000.6 records/sec (9.77 MB/sec), 2.3 ms avg latency, 21.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 2.4 ms avg latency, 16.0 ms max latency.
5002 records sent, 1000.4 records/sec (9.77 MB/sec), 2.3 ms avg latency, 32.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 2.2 ms avg latency, 13.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 2.5 ms avg latency, 53.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 2.4 ms avg latency, 60.0 ms max latency.
5005 records sent, 1000.8 records/sec (9.77 MB/sec), 2.2 ms avg latency, 42.0 ms max latency.
5002 records sent, 1000.4 records/sec (9.77 MB/sec), 2.3 ms avg latency, 17.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 2.1 ms avg latency, 10.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.1 ms avg latency, 19.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.4 ms avg latency, 15.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.3 ms avg latency, 17.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 2.6 ms avg latency, 60.0 ms max latency.
4999 records sent, 999.4 records/sec (9.76 MB/sec), 2.2 ms avg latency, 19.0 ms max latency.
100000 records sent, 999.730073 records/sec (9.76 MB/sec), 18.12 ms avg latency, 1092.00 ms max latency, 2 ms 50th, 5 ms 95th, 727 ms 99th, 957 ms 99.9th.
