producer_index=12
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 16162.0 ms avg latency, 16162.0 ms max latency.
1754 records sent, 349.2 records/sec (0.34 MB/sec), 3667.2 ms avg latency, 5468.0 ms max latency.
425 records sent, 85.0 records/sec (0.08 MB/sec), 69.5 ms avg latency, 358.0 ms max latency.
418 records sent, 83.4 records/sec (0.08 MB/sec), 31.4 ms avg latency, 110.0 ms max latency.
418 records sent, 83.5 records/sec (0.08 MB/sec), 23.9 ms avg latency, 111.0 ms max latency.
415 records sent, 82.4 records/sec (0.08 MB/sec), 21.1 ms avg latency, 91.0 ms max latency.
420 records sent, 83.8 records/sec (0.08 MB/sec), 21.4 ms avg latency, 79.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 18.7 ms avg latency, 74.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 17.3 ms avg latency, 52.0 ms max latency.
416 records sent, 82.8 records/sec (0.08 MB/sec), 16.8 ms avg latency, 49.0 ms max latency.
417 records sent, 83.2 records/sec (0.08 MB/sec), 16.4 ms avg latency, 58.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 16.7 ms avg latency, 65.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 17.4 ms avg latency, 60.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 16.7 ms avg latency, 53.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 16.1 ms avg latency, 74.0 ms max latency.
415 records sent, 82.5 records/sec (0.08 MB/sec), 14.8 ms avg latency, 48.0 ms max latency.
421 records sent, 84.0 records/sec (0.08 MB/sec), 15.9 ms avg latency, 68.0 ms max latency.
8333 records sent, 82.939356 records/sec (0.08 MB/sec), 791.18 ms avg latency, 16162.00 ms max latency, 19 ms 50th, 5290 ms 95th, 5434 ms 99th, 5468 ms 99.9th.
