run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial3
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4988 records sent, 997.4 records/sec (9.74 MB/sec), 112.6 ms avg latency, 695.0 ms max latency.
5003 records sent, 1000.6 records/sec (9.77 MB/sec), 2.6 ms avg latency, 28.0 ms max latency.
5003 records sent, 1000.4 records/sec (9.77 MB/sec), 2.5 ms avg latency, 23.0 ms max latency.
4995 records sent, 998.8 records/sec (9.75 MB/sec), 2.6 ms avg latency, 21.0 ms max latency.
5007 records sent, 1001.4 records/sec (9.78 MB/sec), 2.5 ms avg latency, 22.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 2.6 ms avg latency, 24.0 ms max latency.
5005 records sent, 1000.8 records/sec (9.77 MB/sec), 2.9 ms avg latency, 41.0 ms max latency.
4997 records sent, 999.4 records/sec (9.76 MB/sec), 2.6 ms avg latency, 20.0 ms max latency.
5006 records sent, 1000.8 records/sec (9.77 MB/sec), 2.5 ms avg latency, 22.0 ms max latency.
5003 records sent, 999.6 records/sec (9.76 MB/sec), 3.7 ms avg latency, 143.0 ms max latency.
5006 records sent, 1001.0 records/sec (9.78 MB/sec), 2.8 ms avg latency, 44.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.8 ms avg latency, 64.0 ms max latency.
4999 records sent, 999.8 records/sec (9.76 MB/sec), 2.6 ms avg latency, 32.0 ms max latency.
5002 records sent, 1000.4 records/sec (9.77 MB/sec), 3.3 ms avg latency, 77.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.4 ms avg latency, 34.0 ms max latency.
5001 records sent, 999.8 records/sec (9.76 MB/sec), 2.9 ms avg latency, 43.0 ms max latency.
5004 records sent, 1000.8 records/sec (9.77 MB/sec), 2.4 ms avg latency, 23.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.7 ms avg latency, 26.0 ms max latency.
5001 records sent, 1000.0 records/sec (9.77 MB/sec), 2.8 ms avg latency, 36.0 ms max latency.
100000 records sent, 999.300490 records/sec (9.76 MB/sec), 8.22 ms avg latency, 695.00 ms max latency, 2 ms 50th, 7 ms 95th, 292 ms 99th, 502 ms 99.9th.
