producer_index=6
producer_count=12
producer_records=8333
producer_throughput=83
[2026-04-24 18:07:30,230] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.53:9094 (id: -5 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 18338.0 ms avg latency, 18338.0 ms max latency.
46 records sent, 8.5 records/sec (0.83 MB/sec), 7781.9 ms avg latency, 9199.0 ms max latency.
90 records sent, 17.3 records/sec (1.69 MB/sec), 10092.9 ms avg latency, 12443.0 ms max latency.
138 records sent, 27.0 records/sec (2.64 MB/sec), 12248.7 ms avg latency, 14255.0 ms max latency.
138 records sent, 27.4 records/sec (2.68 MB/sec), 10739.8 ms avg latency, 13730.0 ms max latency.
149 records sent, 28.9 records/sec (2.82 MB/sec), 9164.8 ms avg latency, 10103.0 ms max latency.
168 records sent, 33.1 records/sec (3.24 MB/sec), 8688.1 ms avg latency, 9853.0 ms max latency.
328 records sent, 64.6 records/sec (6.31 MB/sec), 5259.5 ms avg latency, 8819.0 ms max latency.
419 records sent, 83.6 records/sec (8.17 MB/sec), 1559.5 ms avg latency, 3942.0 ms max latency.
315 records sent, 62.9 records/sec (6.14 MB/sec), 125.0 ms avg latency, 349.0 ms max latency.
264 records sent, 52.6 records/sec (5.13 MB/sec), 85.5 ms avg latency, 462.0 ms max latency.
260 records sent, 51.8 records/sec (5.06 MB/sec), 78.9 ms avg latency, 216.0 ms max latency.
253 records sent, 50.0 records/sec (4.89 MB/sec), 91.7 ms avg latency, 309.0 ms max latency.
289 records sent, 57.5 records/sec (5.62 MB/sec), 110.8 ms avg latency, 473.0 ms max latency.
177 records sent, 35.4 records/sec (3.46 MB/sec), 74.4 ms avg latency, 313.0 ms max latency.
288 records sent, 57.6 records/sec (5.62 MB/sec), 59.8 ms avg latency, 193.0 ms max latency.
289 records sent, 57.6 records/sec (5.63 MB/sec), 74.6 ms avg latency, 284.0 ms max latency.
306 records sent, 60.8 records/sec (5.93 MB/sec), 51.8 ms avg latency, 226.0 ms max latency.
311 records sent, 61.3 records/sec (5.98 MB/sec), 88.0 ms avg latency, 364.0 ms max latency.
282 records sent, 56.2 records/sec (5.49 MB/sec), 73.5 ms avg latency, 316.0 ms max latency.
283 records sent, 56.1 records/sec (5.48 MB/sec), 43.5 ms avg latency, 145.0 ms max latency.
298 records sent, 59.1 records/sec (5.77 MB/sec), 75.2 ms avg latency, 536.0 ms max latency.
318 records sent, 63.4 records/sec (6.20 MB/sec), 69.9 ms avg latency, 624.0 ms max latency.
288 records sent, 57.6 records/sec (5.62 MB/sec), 61.8 ms avg latency, 281.0 ms max latency.
287 records sent, 56.9 records/sec (5.56 MB/sec), 57.8 ms avg latency, 307.0 ms max latency.
312 records sent, 62.2 records/sec (6.08 MB/sec), 48.7 ms avg latency, 219.0 ms max latency.
304 records sent, 59.3 records/sec (5.79 MB/sec), 49.6 ms avg latency, 210.0 ms max latency.
302 records sent, 60.2 records/sec (5.88 MB/sec), 64.4 ms avg latency, 222.0 ms max latency.
305 records sent, 60.8 records/sec (5.93 MB/sec), 54.7 ms avg latency, 253.0 ms max latency.
334 records sent, 66.6 records/sec (6.50 MB/sec), 53.4 ms avg latency, 253.0 ms max latency.
294 records sent, 58.4 records/sec (5.71 MB/sec), 48.5 ms avg latency, 175.0 ms max latency.
8333 records sent, 47.824016 records/sec (4.67 MB/sec), 1214.28 ms avg latency, 18338.00 ms max latency, 62 ms 50th, 9243 ms 95th, 12216 ms 99th, 13730 ms 99.9th.
