run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg102400-tps10000-batch16384-acks1-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg102400-tps10000-batch16384-acks1-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
3201 records sent, 640.1 records/sec (62.51 MB/sec), 24.9 ms avg latency, 703.0 ms max latency.
4312 records sent, 861.0 records/sec (84.08 MB/sec), 3.1 ms avg latency, 39.0 ms max latency.
4757 records sent, 951.2 records/sec (92.89 MB/sec), 2.8 ms avg latency, 60.0 ms max latency.
5305 records sent, 1060.8 records/sec (103.59 MB/sec), 2.7 ms avg latency, 44.0 ms max latency.
6569 records sent, 1313.8 records/sec (128.30 MB/sec), 2.9 ms avg latency, 62.0 ms max latency.
6510 records sent, 1302.0 records/sec (127.15 MB/sec), 3.4 ms avg latency, 83.0 ms max latency.
6374 records sent, 1274.8 records/sec (124.49 MB/sec), 3.3 ms avg latency, 92.0 ms max latency.
6570 records sent, 1313.5 records/sec (128.27 MB/sec), 3.2 ms avg latency, 76.0 ms max latency.
6451 records sent, 1290.2 records/sec (126.00 MB/sec), 4.4 ms avg latency, 87.0 ms max latency.
6331 records sent, 1266.2 records/sec (123.65 MB/sec), 4.1 ms avg latency, 73.0 ms max latency.
6364 records sent, 1272.8 records/sec (124.30 MB/sec), 4.6 ms avg latency, 137.0 ms max latency.
6231 records sent, 1246.2 records/sec (121.70 MB/sec), 59.3 ms avg latency, 665.0 ms max latency.
6484 records sent, 1296.8 records/sec (126.64 MB/sec), 2.5 ms avg latency, 51.0 ms max latency.
6540 records sent, 1307.5 records/sec (127.68 MB/sec), 4.1 ms avg latency, 72.0 ms max latency.
6393 records sent, 1278.3 records/sec (124.84 MB/sec), 4.0 ms avg latency, 85.0 ms max latency.
6415 records sent, 1283.0 records/sec (125.29 MB/sec), 4.1 ms avg latency, 65.0 ms max latency.
100000 records sent, 1190.022848 records/sec (116.21 MB/sec), 7.76 ms avg latency, 703.00 ms max latency, 2 ms 50th, 24 ms 95th, 151 ms 99th, 412 ms 99.9th.
