run_id=security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps1000-batch131072-acksall-prod1-compnone-trial3
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr4-msg102400-tps1000-batch131072-acksall-prod1-compnone-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
2143 records sent, 428.3 records/sec (41.83 MB/sec), 380.9 ms avg latency, 1389.0 ms max latency.
5173 records sent, 1034.4 records/sec (101.01 MB/sec), 63.6 ms avg latency, 511.0 ms max latency.
5662 records sent, 1132.2 records/sec (110.56 MB/sec), 42.3 ms avg latency, 186.0 ms max latency.
5865 records sent, 1173.0 records/sec (114.55 MB/sec), 122.5 ms avg latency, 314.0 ms max latency.
5856 records sent, 1171.2 records/sec (114.38 MB/sec), 206.2 ms avg latency, 372.0 ms max latency.
5292 records sent, 1056.3 records/sec (103.15 MB/sec), 54.4 ms avg latency, 304.0 ms max latency.
5022 records sent, 1004.2 records/sec (98.07 MB/sec), 24.1 ms avg latency, 140.0 ms max latency.
4987 records sent, 997.4 records/sec (97.40 MB/sec), 31.4 ms avg latency, 181.0 ms max latency.
5022 records sent, 1004.4 records/sec (98.09 MB/sec), 24.7 ms avg latency, 170.0 ms max latency.
4985 records sent, 997.0 records/sec (97.36 MB/sec), 21.0 ms avg latency, 116.0 ms max latency.
4991 records sent, 997.8 records/sec (97.44 MB/sec), 24.8 ms avg latency, 126.0 ms max latency.
4738 records sent, 947.0 records/sec (92.48 MB/sec), 223.0 ms avg latency, 705.0 ms max latency.
5276 records sent, 1055.2 records/sec (103.05 MB/sec), 215.7 ms avg latency, 621.0 ms max latency.
5010 records sent, 1002.0 records/sec (97.85 MB/sec), 29.0 ms avg latency, 154.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 20.1 ms avg latency, 121.0 ms max latency.
5010 records sent, 1001.6 records/sec (97.81 MB/sec), 21.2 ms avg latency, 125.0 ms max latency.
4996 records sent, 999.0 records/sec (97.56 MB/sec), 22.1 ms avg latency, 102.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 21.5 ms avg latency, 122.0 ms max latency.
4965 records sent, 992.4 records/sec (96.91 MB/sec), 19.4 ms avg latency, 116.0 ms max latency.
100000 records sent, 999.450302 records/sec (97.60 MB/sec), 71.95 ms avg latency, 1389.00 ms max latency, 27 ms 50th, 278 ms 95th, 460 ms 99th, 896 ms 99.9th.
