run_id=security-overhead-final-factorial-mtls-b5-rf5-isr3-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf5-isr3-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2593 records sent, 518.6 records/sec (50.64 MB/sec), 331.5 ms avg latency, 1537.0 ms max latency.
5357 records sent, 1071.4 records/sec (104.63 MB/sec), 79.3 ms avg latency, 303.0 ms max latency.
5633 records sent, 1126.6 records/sec (110.02 MB/sec), 145.4 ms avg latency, 398.0 ms max latency.
5517 records sent, 1103.4 records/sec (107.75 MB/sec), 260.4 ms avg latency, 627.0 ms max latency.
5900 records sent, 1179.5 records/sec (115.19 MB/sec), 278.4 ms avg latency, 598.0 ms max latency.
5928 records sent, 1185.6 records/sec (115.78 MB/sec), 271.6 ms avg latency, 489.0 ms max latency.
6051 records sent, 1209.2 records/sec (118.09 MB/sec), 268.3 ms avg latency, 477.0 ms max latency.
5882 records sent, 1176.2 records/sec (114.86 MB/sec), 275.1 ms avg latency, 468.0 ms max latency.
5727 records sent, 1145.4 records/sec (111.86 MB/sec), 285.1 ms avg latency, 486.0 ms max latency.
5707 records sent, 1141.4 records/sec (111.46 MB/sec), 282.3 ms avg latency, 507.0 ms max latency.
5923 records sent, 1184.4 records/sec (115.66 MB/sec), 277.4 ms avg latency, 484.0 ms max latency.
5685 records sent, 1137.0 records/sec (111.04 MB/sec), 285.4 ms avg latency, 497.0 ms max latency.
5744 records sent, 1148.3 records/sec (112.14 MB/sec), 282.0 ms avg latency, 480.0 ms max latency.
5740 records sent, 1148.0 records/sec (112.11 MB/sec), 284.6 ms avg latency, 571.0 ms max latency.
5668 records sent, 1133.6 records/sec (110.70 MB/sec), 282.6 ms avg latency, 630.0 ms max latency.
5439 records sent, 1087.8 records/sec (106.23 MB/sec), 302.0 ms avg latency, 633.0 ms max latency.
5641 records sent, 1128.2 records/sec (110.18 MB/sec), 289.0 ms avg latency, 554.0 ms max latency.
5845 records sent, 1168.5 records/sec (114.11 MB/sec), 277.4 ms avg latency, 490.0 ms max latency.
100000 records sent, 1109.902551 records/sec (108.39 MB/sec), 262.99 ms avg latency, 1537.00 ms max latency, 248 ms 50th, 420 ms 95th, 518 ms 99th, 1083 ms 99.9th.
