producer_index=2
producer_count=12
producer_records=8334
producer_throughput=84
1 records sent, 0.1 records/sec (0.01 MB/sec), 9431.0 ms avg latency, 9431.0 ms max latency.
218 records sent, 43.2 records/sec (4.22 MB/sec), 1922.2 ms avg latency, 2543.0 ms max latency.
312 records sent, 61.8 records/sec (6.03 MB/sec), 1504.5 ms avg latency, 2552.0 ms max latency.
303 records sent, 60.5 records/sec (5.91 MB/sec), 199.9 ms avg latency, 779.0 ms max latency.
311 records sent, 61.6 records/sec (6.02 MB/sec), 106.1 ms avg latency, 383.0 ms max latency.
330 records sent, 65.7 records/sec (6.42 MB/sec), 88.4 ms avg latency, 400.0 ms max latency.
374 records sent, 74.7 records/sec (7.30 MB/sec), 37.8 ms avg latency, 129.0 ms max latency.
419 records sent, 83.6 records/sec (8.16 MB/sec), 38.5 ms avg latency, 117.0 ms max latency.
437 records sent, 87.3 records/sec (8.53 MB/sec), 43.8 ms avg latency, 202.0 ms max latency.
370 records sent, 73.4 records/sec (7.17 MB/sec), 46.1 ms avg latency, 252.0 ms max latency.
361 records sent, 72.1 records/sec (7.04 MB/sec), 39.2 ms avg latency, 114.0 ms max latency.
381 records sent, 75.5 records/sec (7.38 MB/sec), 33.0 ms avg latency, 162.0 ms max latency.
373 records sent, 74.3 records/sec (7.26 MB/sec), 35.9 ms avg latency, 122.0 ms max latency.
351 records sent, 69.7 records/sec (6.81 MB/sec), 31.1 ms avg latency, 101.0 ms max latency.
346 records sent, 68.8 records/sec (6.72 MB/sec), 32.4 ms avg latency, 92.0 ms max latency.
333 records sent, 66.4 records/sec (6.48 MB/sec), 105.0 ms avg latency, 593.0 ms max latency.
405 records sent, 80.8 records/sec (7.89 MB/sec), 543.1 ms avg latency, 1950.0 ms max latency.
347 records sent, 69.1 records/sec (6.75 MB/sec), 32.7 ms avg latency, 107.0 ms max latency.
398 records sent, 79.6 records/sec (7.77 MB/sec), 35.1 ms avg latency, 127.0 ms max latency.
368 records sent, 73.5 records/sec (7.17 MB/sec), 33.1 ms avg latency, 114.0 ms max latency.
358 records sent, 71.3 records/sec (6.96 MB/sec), 31.9 ms avg latency, 115.0 ms max latency.
386 records sent, 77.0 records/sec (7.52 MB/sec), 32.4 ms avg latency, 124.0 ms max latency.
368 records sent, 72.4 records/sec (7.07 MB/sec), 28.6 ms avg latency, 125.0 ms max latency.
473 records sent, 94.5 records/sec (9.23 MB/sec), 31.0 ms avg latency, 130.0 ms max latency.
8334 records sent, 66.160710 records/sec (6.46 MB/sec), 178.91 ms avg latency, 9431.00 ms max latency, 34 ms 50th, 1422 ms 95th, 2123 ms 99th, 2418 ms 99.9th.
