producer_index=10
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 15054.0 ms avg latency, 15054.0 ms max latency.
1669 records sent, 332.3 records/sec (0.32 MB/sec), 2874.9 ms avg latency, 4325.0 ms max latency.
420 records sent, 84.0 records/sec (0.08 MB/sec), 52.4 ms avg latency, 158.0 ms max latency.
418 records sent, 83.3 records/sec (0.08 MB/sec), 25.2 ms avg latency, 89.0 ms max latency.
417 records sent, 83.4 records/sec (0.08 MB/sec), 20.5 ms avg latency, 111.0 ms max latency.
415 records sent, 82.7 records/sec (0.08 MB/sec), 17.4 ms avg latency, 96.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 15.2 ms avg latency, 47.0 ms max latency.
418 records sent, 83.4 records/sec (0.08 MB/sec), 16.4 ms avg latency, 75.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 15.5 ms avg latency, 64.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 14.2 ms avg latency, 64.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 14.6 ms avg latency, 44.0 ms max latency.
416 records sent, 83.0 records/sec (0.08 MB/sec), 13.9 ms avg latency, 48.0 ms max latency.
417 records sent, 83.1 records/sec (0.08 MB/sec), 13.4 ms avg latency, 62.0 ms max latency.
415 records sent, 82.0 records/sec (0.08 MB/sec), 13.9 ms avg latency, 76.0 ms max latency.
421 records sent, 84.0 records/sec (0.08 MB/sec), 14.0 ms avg latency, 73.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 12.9 ms avg latency, 62.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 13.8 ms avg latency, 86.0 ms max latency.
8333 records sent, 82.737599 records/sec (0.08 MB/sec), 591.96 ms avg latency, 15054.00 ms max latency, 16 ms 50th, 4098 ms 95th, 4281 ms 99th, 4324 ms 99.9th.
