3453 records sent, 690.6 records/sec (67.44 MB/sec), 13.0 ms avg latency, 664.0 ms max latency.
4392 records sent, 878.2 records/sec (85.76 MB/sec), 6.5 ms avg latency, 218.0 ms max latency.
4838 records sent, 967.6 records/sec (94.49 MB/sec), 5.9 ms avg latency, 62.0 ms max latency.
4684 records sent, 936.8 records/sec (91.48 MB/sec), 5.1 ms avg latency, 62.0 ms max latency.
6173 records sent, 1234.6 records/sec (120.57 MB/sec), 6.2 ms avg latency, 62.0 ms max latency.
6470 records sent, 1294.0 records/sec (126.37 MB/sec), 6.4 ms avg latency, 47.0 ms max latency.
4993 records sent, 998.6 records/sec (97.52 MB/sec), 5.4 ms avg latency, 44.0 ms max latency.
5012 records sent, 1002.4 records/sec (97.89 MB/sec), 5.3 ms avg latency, 38.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 4.4 ms avg latency, 33.0 ms max latency.
4998 records sent, 999.2 records/sec (97.58 MB/sec), 5.2 ms avg latency, 48.0 ms max latency.
5005 records sent, 1000.8 records/sec (97.73 MB/sec), 5.4 ms avg latency, 52.0 ms max latency.
4995 records sent, 998.0 records/sec (97.46 MB/sec), 4.8 ms avg latency, 42.0 ms max latency.
4934 records sent, 986.8 records/sec (96.37 MB/sec), 35.4 ms avg latency, 550.0 ms max latency.
5085 records sent, 1016.8 records/sec (99.30 MB/sec), 19.9 ms avg latency, 303.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 7.2 ms avg latency, 99.0 ms max latency.
4987 records sent, 997.4 records/sec (97.40 MB/sec), 6.9 ms avg latency, 221.0 ms max latency.
5012 records sent, 1002.4 records/sec (97.89 MB/sec), 5.2 ms avg latency, 60.0 ms max latency.
5013 records sent, 1002.4 records/sec (97.89 MB/sec), 5.1 ms avg latency, 68.0 ms max latency.
4982 records sent, 996.2 records/sec (97.29 MB/sec), 4.8 ms avg latency, 48.0 ms max latency.
100000 records sent, 999.680102 records/sec (97.63 MB/sec), 8.02 ms avg latency, 664.00 ms max latency, 4 ms 50th, 21 ms 95th, 97 ms 99th, 256 ms 99.9th.
