4998 records sent, 998.0 records/sec (0.97 MB/sec), 23.9 ms avg latency, 626.0 ms max latency.
5010 records sent, 1001.0 records/sec (0.98 MB/sec), 6.5 ms avg latency, 27.0 ms max latency.
5005 records sent, 1000.4 records/sec (0.98 MB/sec), 6.2 ms avg latency, 35.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 5.7 ms avg latency, 20.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 5.4 ms avg latency, 20.0 ms max latency.
5002 records sent, 999.8 records/sec (0.98 MB/sec), 5.4 ms avg latency, 19.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 5.2 ms avg latency, 19.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.1 ms avg latency, 20.0 ms max latency.
5007 records sent, 1000.4 records/sec (0.98 MB/sec), 5.0 ms avg latency, 18.0 ms max latency.
5006 records sent, 1000.0 records/sec (0.98 MB/sec), 5.0 ms avg latency, 21.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 5.0 ms avg latency, 20.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 4.8 ms avg latency, 28.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 21.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.8 ms avg latency, 17.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.8 ms avg latency, 18.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 20.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 23.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 4.6 ms avg latency, 9.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.7 ms avg latency, 15.0 ms max latency.
100000 records sent, 999.780048 records/sec (0.98 MB/sec), 6.04 ms avg latency, 626.00 ms max latency, 5 ms 50th, 8 ms 95th, 20 ms 99th, 133 ms 99.9th.
