1812 records sent, 362.4 records/sec (35.39 MB/sec), 405.6 ms avg latency, 1439.0 ms max latency.
3938 records sent, 787.3 records/sec (76.88 MB/sec), 10.3 ms avg latency, 77.0 ms max latency.
4273 records sent, 854.6 records/sec (83.46 MB/sec), 7.5 ms avg latency, 32.0 ms max latency.
4733 records sent, 946.6 records/sec (92.44 MB/sec), 8.2 ms avg latency, 54.0 ms max latency.
5455 records sent, 1091.0 records/sec (106.54 MB/sec), 7.7 ms avg latency, 44.0 ms max latency.
6386 records sent, 1277.2 records/sec (124.73 MB/sec), 9.7 ms avg latency, 57.0 ms max latency.
6471 records sent, 1294.2 records/sec (126.39 MB/sec), 10.3 ms avg latency, 69.0 ms max latency.
6411 records sent, 1282.2 records/sec (125.21 MB/sec), 10.1 ms avg latency, 91.0 ms max latency.
5537 records sent, 1107.4 records/sec (108.14 MB/sec), 8.4 ms avg latency, 66.0 ms max latency.
5001 records sent, 999.4 records/sec (97.60 MB/sec), 6.1 ms avg latency, 46.0 ms max latency.
5006 records sent, 1001.2 records/sec (97.77 MB/sec), 6.5 ms avg latency, 65.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 5.6 ms avg latency, 49.0 ms max latency.
4980 records sent, 996.0 records/sec (97.27 MB/sec), 63.3 ms avg latency, 441.0 ms max latency.
5025 records sent, 1005.0 records/sec (98.14 MB/sec), 7.5 ms avg latency, 78.0 ms max latency.
4988 records sent, 997.6 records/sec (97.42 MB/sec), 5.9 ms avg latency, 46.0 ms max latency.
5006 records sent, 1001.0 records/sec (97.75 MB/sec), 6.3 ms avg latency, 40.0 ms max latency.
5006 records sent, 1001.2 records/sec (97.77 MB/sec), 6.3 ms avg latency, 46.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 6.4 ms avg latency, 58.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 6.8 ms avg latency, 49.0 ms max latency.
100000 records sent, 999.670109 records/sec (97.62 MB/sec), 17.62 ms avg latency, 1439.00 ms max latency, 5 ms 50th, 28 ms 95th, 321 ms 99th, 1056 ms 99.9th.
