run_id=security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b3-rf3-isr3-msg1024-tps1000-batch16384-acksall-prod1-compnone-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4994 records sent, 998.6 records/sec (0.98 MB/sec), 90.8 ms avg latency, 1343.0 ms max latency.
5006 records sent, 1000.4 records/sec (0.98 MB/sec), 5.7 ms avg latency, 26.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 5.5 ms avg latency, 34.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 5.3 ms avg latency, 32.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 5.1 ms avg latency, 13.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 5.1 ms avg latency, 10.0 ms max latency.
5005 records sent, 1000.0 records/sec (0.98 MB/sec), 5.1 ms avg latency, 13.0 ms max latency.
5008 records sent, 1000.0 records/sec (0.98 MB/sec), 4.9 ms avg latency, 15.0 ms max latency.
5007 records sent, 1000.4 records/sec (0.98 MB/sec), 4.9 ms avg latency, 23.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.0 ms avg latency, 16.0 ms max latency.
5006 records sent, 1000.0 records/sec (0.98 MB/sec), 5.0 ms avg latency, 28.0 ms max latency.
5004 records sent, 1000.6 records/sec (0.98 MB/sec), 4.9 ms avg latency, 10.0 ms max latency.
5004 records sent, 1000.0 records/sec (0.98 MB/sec), 4.9 ms avg latency, 9.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 5.1 ms avg latency, 27.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.0 ms avg latency, 19.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.1 ms avg latency, 28.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 4.9 ms avg latency, 12.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 4.9 ms avg latency, 21.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.0 ms avg latency, 32.0 ms max latency.
100000 records sent, 999.710084 records/sec (0.98 MB/sec), 9.35 ms avg latency, 1343.00 ms max latency, 5 ms 50th, 8 ms 95th, 286 ms 99th, 361 ms 99.9th.
