run_id=security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial2
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf5-isr4-msg102400-tps10000-batch16384-acksall-prod1-compnone-trial2/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2635 records sent, 526.8 records/sec (51.44 MB/sec), 277.1 ms avg latency, 1469.0 ms max latency.
5425 records sent, 1084.6 records/sec (105.91 MB/sec), 33.2 ms avg latency, 188.0 ms max latency.
6233 records sent, 1245.4 records/sec (121.62 MB/sec), 113.6 ms avg latency, 271.0 ms max latency.
6122 records sent, 1224.2 records/sec (119.55 MB/sec), 222.7 ms avg latency, 443.0 ms max latency.
5669 records sent, 1130.9 records/sec (110.44 MB/sec), 284.4 ms avg latency, 500.0 ms max latency.
6248 records sent, 1249.6 records/sec (122.03 MB/sec), 247.2 ms avg latency, 470.0 ms max latency.
6334 records sent, 1266.5 records/sec (123.69 MB/sec), 257.2 ms avg latency, 427.0 ms max latency.
6372 records sent, 1274.4 records/sec (124.45 MB/sec), 254.0 ms avg latency, 406.0 ms max latency.
6359 records sent, 1271.8 records/sec (124.20 MB/sec), 253.8 ms avg latency, 418.0 ms max latency.
5290 records sent, 1058.0 records/sec (103.32 MB/sec), 281.0 ms avg latency, 1009.0 ms max latency.
5422 records sent, 1084.0 records/sec (105.86 MB/sec), 325.1 ms avg latency, 1233.0 ms max latency.
6089 records sent, 1217.8 records/sec (118.93 MB/sec), 262.1 ms avg latency, 545.0 ms max latency.
6152 records sent, 1229.7 records/sec (120.08 MB/sec), 264.4 ms avg latency, 518.0 ms max latency.
6287 records sent, 1257.4 records/sec (122.79 MB/sec), 258.5 ms avg latency, 487.0 ms max latency.
6227 records sent, 1245.4 records/sec (121.62 MB/sec), 261.2 ms avg latency, 490.0 ms max latency.
6156 records sent, 1231.0 records/sec (120.21 MB/sec), 263.8 ms avg latency, 432.0 ms max latency.
6201 records sent, 1240.2 records/sec (121.11 MB/sec), 260.3 ms avg latency, 456.0 ms max latency.
100000 records sent, 1166.779455 records/sec (113.94 MB/sec), 241.54 ms avg latency, 1469.00 ms max latency, 232 ms 50th, 386 ms 95th, 632 ms 99th, 1057 ms 99.9th.
