"run_id","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","throughput_records_per_sec","throughput_mb_per_sec","avg_latency_ms","max_latency_ms"
"plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-complz4-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-complz4-trial1","1","3","5","6","5","4","100000","102400","10000","12","1","131072","5","all","lz4","100000","805.302869","78.64","59.207427800000005","7384.0"
"plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-compnone-trial1","plaintext","plaintext-requested-full-factorial","plaintext-requested-full-factorial","factorial_config","plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-compnone-trial1","1","3","5","6","5","4","100000","102400","10000","12","1","131072","5","all","none","100000","993.793097","97.05","136.38509050000002","7251.0"
