4993 records sent, 998.6 records/sec (97.52 MB/sec), 11.4 ms avg latency, 491.0 ms max latency.
5008 records sent, 1001.4 records/sec (97.79 MB/sec), 7.8 ms avg latency, 73.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.4 ms avg latency, 40.0 ms max latency.
4865 records sent, 972.8 records/sec (95.00 MB/sec), 12.2 ms avg latency, 202.0 ms max latency.
5138 records sent, 1027.4 records/sec (100.33 MB/sec), 9.9 ms avg latency, 176.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 8.0 ms avg latency, 85.0 ms max latency.
5000 records sent, 999.8 records/sec (97.64 MB/sec), 7.7 ms avg latency, 81.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 10.0 ms avg latency, 81.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 7.5 ms avg latency, 62.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 7.0 ms avg latency, 70.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 7.7 ms avg latency, 69.0 ms max latency.
4932 records sent, 985.8 records/sec (96.27 MB/sec), 7.5 ms avg latency, 103.0 ms max latency.
4156 records sent, 821.0 records/sec (80.18 MB/sec), 133.1 ms avg latency, 1003.0 ms max latency.
5980 records sent, 1195.0 records/sec (116.70 MB/sec), 171.3 ms avg latency, 1322.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 6.9 ms avg latency, 75.0 ms max latency.
4711 records sent, 942.2 records/sec (92.01 MB/sec), 20.5 ms avg latency, 380.0 ms max latency.
5216 records sent, 1043.2 records/sec (101.88 MB/sec), 25.2 ms avg latency, 313.0 ms max latency.
5079 records sent, 1015.8 records/sec (99.20 MB/sec), 9.3 ms avg latency, 98.0 ms max latency.
5002 records sent, 1000.0 records/sec (97.66 MB/sec), 8.3 ms avg latency, 79.0 ms max latency.
100000 records sent, 999.640130 records/sec (97.62 MB/sec), 24.77 ms avg latency, 1322.00 ms max latency, 6 ms 50th, 104 ms 95th, 460 ms 99th, 1107 ms 99.9th.
