run_id=security-overhead-final-factorial-tls-b5-rf5-isr3-msg102400-tps10000-batch131072-acks1-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr3-msg102400-tps10000-batch131072-acks1-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
1853 records sent, 370.6 records/sec (36.19 MB/sec), 418.9 ms avg latency, 1364.0 ms max latency.
4265 records sent, 852.7 records/sec (83.27 MB/sec), 6.7 ms avg latency, 33.0 ms max latency.
4704 records sent, 940.8 records/sec (91.88 MB/sec), 6.6 ms avg latency, 54.0 ms max latency.
4801 records sent, 960.0 records/sec (93.75 MB/sec), 5.8 ms avg latency, 53.0 ms max latency.
5249 records sent, 1049.8 records/sec (102.52 MB/sec), 9.9 ms avg latency, 114.0 ms max latency.
6410 records sent, 1282.0 records/sec (125.20 MB/sec), 8.8 ms avg latency, 84.0 ms max latency.
6440 records sent, 1287.7 records/sec (125.76 MB/sec), 9.1 ms avg latency, 116.0 ms max latency.
6501 records sent, 1300.2 records/sec (126.97 MB/sec), 9.7 ms avg latency, 102.0 ms max latency.
6293 records sent, 1258.6 records/sec (122.91 MB/sec), 9.8 ms avg latency, 104.0 ms max latency.
6043 records sent, 1208.6 records/sec (118.03 MB/sec), 7.3 ms avg latency, 79.0 ms max latency.
6516 records sent, 1303.2 records/sec (127.27 MB/sec), 9.6 ms avg latency, 105.0 ms max latency.
6421 records sent, 1284.2 records/sec (125.41 MB/sec), 40.0 ms avg latency, 694.0 ms max latency.
6447 records sent, 1289.4 records/sec (125.92 MB/sec), 9.3 ms avg latency, 88.0 ms max latency.
6325 records sent, 1265.0 records/sec (123.54 MB/sec), 8.8 ms avg latency, 82.0 ms max latency.
6203 records sent, 1240.4 records/sec (121.13 MB/sec), 8.1 ms avg latency, 92.0 ms max latency.
6328 records sent, 1265.3 records/sec (123.57 MB/sec), 9.0 ms avg latency, 112.0 ms max latency.
6222 records sent, 1244.4 records/sec (121.52 MB/sec), 9.0 ms avg latency, 118.0 ms max latency.
100000 records sent, 1143.445200 records/sec (111.66 MB/sec), 18.24 ms avg latency, 1364.00 ms max latency, 5 ms 50th, 39 ms 95th, 382 ms 99th, 967 ms 99.9th.
