4996 records sent, 998.6 records/sec (0.98 MB/sec), 10.7 ms avg latency, 522.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 5.9 ms avg latency, 18.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 5.8 ms avg latency, 26.0 ms max latency.
5006 records sent, 1000.2 records/sec (0.98 MB/sec), 5.7 ms avg latency, 14.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.9 ms avg latency, 34.0 ms max latency.
5008 records sent, 1000.4 records/sec (0.98 MB/sec), 5.8 ms avg latency, 17.0 ms max latency.
5001 records sent, 1000.2 records/sec (0.98 MB/sec), 6.0 ms avg latency, 41.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 6.0 ms avg latency, 30.0 ms max latency.
5007 records sent, 1000.6 records/sec (0.98 MB/sec), 5.3 ms avg latency, 20.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.4 ms avg latency, 13.0 ms max latency.
5003 records sent, 1000.0 records/sec (0.98 MB/sec), 5.4 ms avg latency, 31.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.4 ms avg latency, 16.0 ms max latency.
5007 records sent, 1000.4 records/sec (0.98 MB/sec), 5.5 ms avg latency, 21.0 ms max latency.
5004 records sent, 1000.2 records/sec (0.98 MB/sec), 5.7 ms avg latency, 34.0 ms max latency.
5007 records sent, 1000.0 records/sec (0.98 MB/sec), 5.3 ms avg latency, 15.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 5.3 ms avg latency, 16.0 ms max latency.
5006 records sent, 1000.0 records/sec (0.98 MB/sec), 5.4 ms avg latency, 14.0 ms max latency.
5000 records sent, 1000.0 records/sec (0.98 MB/sec), 5.4 ms avg latency, 15.0 ms max latency.
5007 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 43.0 ms max latency.
100000 records sent, 999.760058 records/sec (0.98 MB/sec), 5.84 ms avg latency, 522.00 ms max latency, 5 ms 50th, 9 ms 95th, 14 ms 99th, 61 ms 99.9th.
