sweep_value,run_count,throughput_records_per_sec_mean,throughput_records_per_sec_min,throughput_records_per_sec_max,throughput_mb_per_sec_mean,throughput_mb_per_sec_min,throughput_mb_per_sec_max,avg_latency_ms_mean,avg_latency_ms_min,avg_latency_ms_max,max_latency_ms_mean,max_latency_ms_min,max_latency_ms_max
plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-complz4-trial1,1,805.302869,805.302869,805.302869,78.64,78.64,78.64,59.207427800000005,59.207427800000005,59.207427800000005,7384,7384.0,7384.0
plaintext-requested-full-factorial-b5-rf5-isr4-msg102400-tps10000-batch131072-acksall-prod12-compnone-trial1,1,993.793097,993.793097,993.793097,97.05,97.05,97.05,136.38509050000002,136.38509050000002,136.38509050000002,7251,7251.0,7251.0
