4672 records sent, 934.2 records/sec (91.23 MB/sec), 23.1 ms avg latency, 601.0 ms max latency.
6293 records sent, 1258.6 records/sec (122.91 MB/sec), 63.2 ms avg latency, 255.0 ms max latency.
6712 records sent, 1341.1 records/sec (130.96 MB/sec), 145.0 ms avg latency, 339.0 ms max latency.
7076 records sent, 1415.2 records/sec (138.20 MB/sec), 225.7 ms avg latency, 475.0 ms max latency.
6298 records sent, 1259.6 records/sec (123.01 MB/sec), 252.5 ms avg latency, 502.0 ms max latency.
5970 records sent, 1193.8 records/sec (116.58 MB/sec), 267.1 ms avg latency, 582.0 ms max latency.
6168 records sent, 1233.4 records/sec (120.44 MB/sec), 261.0 ms avg latency, 404.0 ms max latency.
5860 records sent, 1172.0 records/sec (114.45 MB/sec), 272.4 ms avg latency, 419.0 ms max latency.
5296 records sent, 1059.2 records/sec (103.44 MB/sec), 307.3 ms avg latency, 520.0 ms max latency.
6618 records sent, 1318.3 records/sec (128.74 MB/sec), 233.6 ms avg latency, 598.0 ms max latency.
3580 records sent, 707.5 records/sec (69.09 MB/sec), 461.7 ms avg latency, 1447.0 ms max latency.
5368 records sent, 1073.4 records/sec (104.82 MB/sec), 305.9 ms avg latency, 782.0 ms max latency.
6552 records sent, 1310.1 records/sec (127.94 MB/sec), 238.2 ms avg latency, 399.0 ms max latency.
5918 records sent, 1182.9 records/sec (115.52 MB/sec), 271.7 ms avg latency, 508.0 ms max latency.
6708 records sent, 1341.6 records/sec (131.02 MB/sec), 238.6 ms avg latency, 464.0 ms max latency.
7386 records sent, 1476.0 records/sec (144.14 MB/sec), 213.4 ms avg latency, 356.0 ms max latency.
100000 records sent, 1208.532238 records/sec (118.02 MB/sec), 231.04 ms avg latency, 1447.00 ms max latency, 229 ms 50th, 395 ms 95th, 568 ms 99th, 1281 ms 99.9th.
