run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr4-msg10240-tps1000-batch16384-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4994 records sent, 998.6 records/sec (9.75 MB/sec), 99.5 ms avg latency, 673.0 ms max latency.
5004 records sent, 1000.6 records/sec (9.77 MB/sec), 2.8 ms avg latency, 24.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 2.5 ms avg latency, 29.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 2.5 ms avg latency, 30.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.4 ms avg latency, 32.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 2.6 ms avg latency, 27.0 ms max latency.
5002 records sent, 1000.0 records/sec (9.77 MB/sec), 3.0 ms avg latency, 68.0 ms max latency.
5005 records sent, 1001.0 records/sec (9.78 MB/sec), 2.8 ms avg latency, 28.0 ms max latency.
5004 records sent, 1000.6 records/sec (9.77 MB/sec), 2.8 ms avg latency, 27.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 2.6 ms avg latency, 19.0 ms max latency.
4999 records sent, 999.8 records/sec (9.76 MB/sec), 3.9 ms avg latency, 35.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 3.0 ms avg latency, 33.0 ms max latency.
5006 records sent, 1001.2 records/sec (9.78 MB/sec), 5.3 ms avg latency, 81.0 ms max latency.
5006 records sent, 1001.2 records/sec (9.78 MB/sec), 2.9 ms avg latency, 49.0 ms max latency.
5002 records sent, 1000.0 records/sec (9.77 MB/sec), 2.6 ms avg latency, 19.0 ms max latency.
4988 records sent, 997.6 records/sec (9.74 MB/sec), 2.8 ms avg latency, 32.0 ms max latency.
5014 records sent, 1002.8 records/sec (9.79 MB/sec), 2.9 ms avg latency, 25.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 2.6 ms avg latency, 27.0 ms max latency.
4985 records sent, 997.0 records/sec (9.74 MB/sec), 2.5 ms avg latency, 51.0 ms max latency.
100000 records sent, 999.420336 records/sec (9.76 MB/sec), 7.77 ms avg latency, 673.00 ms max latency, 3 ms 50th, 9 ms 95th, 281 ms 99th, 426 ms 99.9th.
