"run_id","benchmark_type","security_mode","baseline_name","sweep_name","sweep_variable","sweep_value","trial_index","trial_count","broker_count","partitions","replication_factor","min_insync_replicas","num_records","record_size_bytes","throughput_limit_records_per_sec","producer_count","consumer_count","batch_size","linger_ms","acks","compression_type","records_sent","records_consumed","throughput_records_per_sec","throughput_mb_per_sec","data_consumed_mb","avg_latency_ms","max_latency_ms","rebalance_time_ms","fetch_time_ms","producer_count_observed","producer_throughput_records_per_sec_min","producer_throughput_records_per_sec_max","producer_avg_latency_ms_min","producer_avg_latency_ms_max","interval_summary_count","interval_avg_latency_ms_p95","interval_avg_latency_ms_p99","interval_max_latency_ms_p95","interval_max_latency_ms_p99","telemetry_host_count","benchmark_client_cpu_percent_mean","broker_cpu_percent_mean","broker_cpu_percent_max_mean","benchmark_client_memory_used_percent_mean","broker_memory_used_percent_mean","benchmark_client_network_rx_bytes_delta","benchmark_client_network_tx_bytes_delta","broker_network_rx_bytes_delta_mean","broker_network_tx_bytes_delta_mean","broker_network_rx_bytes_delta_total","broker_network_tx_bytes_delta_total","benchmark_client_disk_read_sectors_delta","benchmark_client_disk_write_sectors_delta","broker_disk_read_sectors_delta_mean","broker_disk_write_sectors_delta_mean","broker_disk_read_sectors_delta_total","broker_disk_write_sectors_delta_total"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.760058","0.98","null","7.33","1115.0","null","null","1","999.760058","999.760058","7.33","7.33","19","10.929999999999872","54.34600000000002","132.19999999999766","918.4400000000003","6","26.601339285714285","10.051315580079837","32.288","10.07455357142857","21.202511683752398","4875935","112017685","68076412.2","47333721.2","340382061","236668606","0","38136","0.0","172732.8","0","863664"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.52023","0.98","null","8.16","1201.0","null","null","1","999.52023","999.52023","8.16","8.16","19","12.479999999999833","68.49600000000002","136.29999999999748","988.0600000000003","6","25.814956521739127","10.08856483286085","31.625999999999998","10.021304347826087","21.20366704357194","4863824","111995278","68073382.0","47332705.0","340366910","236663525","0","33944","0.0","159544.0","0","797720"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","lz4","100000","null","999.550202","0.98","null","7.23","1204.0","null","null","1","999.550202","999.550202","7.23","7.23","19","10.579999999999872","53.636000000000024","145.5999999999975","992.3200000000004","6","25.035701754385965","10.130041486824815","30.726","9.988508771929824","21.191938536354975","4900497","112059523","68083485.2","47337698.2","340417426","236688491","0","27248","6.4","166176.0","32","830880"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.770053","0.98","null","5.98","958.0","null","null","1","999.770053","999.770053","5.98","5.98","19","8.199999999999914","37.000000000000014","111.09999999999799","788.6200000000002","6","18.159107142857142","9.706991506502856","29.1","9.733571428571429","20.841912738054596","5049738","112069197","68124432.4","47425283.8","340622162","237126419","0","57480","0.0","163672.0","0","818360"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial2","2","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.770053","0.98","null","5.96","982.0","null","null","1","999.770053","999.770053","5.96","5.96","19","8.149999999999913","37.31000000000001","115.29999999999795","808.6600000000003","6","17.73153153153153","9.648445046604456","27.25","9.73027027027027","20.882691063196116","5060831","112080589","68128050.4","47428797.4","340640252","237143987","0","45264","0.0","165952.0","0","829760"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod1-compnone-trial3","3","3","5","6","3","3","100000","1024","1000","1","1","131072","5","1","none","100000","null","999.660116","0.98","null","7.23","1178.0","null","null","1","999.660116","999.660116","7.23","7.23","19","10.339999999999876","52.38800000000001","140.29999999999754","970.4600000000004","6","7.1586453786134125","6.918198110989593","72.94200000000001","8.407913931186195","21.169289411651757","59602216","224340941","187482188.2","129142583.8","937410941","645712919","69560","2127912","192798.4","4865870.4","963992","24329352"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.520361","0.96","null","625.3436504","17851.0","null","null","12","82.741706","83.714202","549.69","724.17","204","15467.549999999997","17133.989999999998","15467.549999999997","17133.989999999998","6","94.44808","14.159610046985444","33.248000000000005","23.98056","21.24628031167618","18241623","135451144","83382082.2","62323575.0","416910411","311617875","0","82928","0.0","170361.6","0","851808"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial2","2","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.66493","0.96","null","571.7566499","17015.0","null","null","12","82.752388","83.777318","448.87","690.05","205","15488.799999999988","16399.0","15488.799999999988","16399.0","6","95.40136","14.646797310941462","31.006","24.40856","21.251670380708333","18438133","135792412","83618402.4","62541506.8","418092012","312707534","0","65440","0.0","175390.4","0","876952"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-complz4-trial3","3","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","lz4","100000","null","997.572795","0.96","null","616.3992064","17480.0","null","null","12","82.672752","83.747852","516.34","696.95","204","13773.97499999993","16778.9","15759.3","16778.9","6","94.85829268292683","13.99010222117659","31.658000000000005","24.221626016260164","21.247734865976845","18294705","135565658","83566883.2","62504609.8","417834416","312523049","0","57872","0.0","182491.2","0","912456"
"security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","producer","tls","security-overhead-final-factorial","security-overhead-final-factorial","factorial_config","security-overhead-final-factorial-tls-b5-rf3-isr3-msg1024-tps1000-batch131072-acks1-prod12-compnone-trial1","1","3","5","6","3","3","100000","1024","1000","12","1","131072","5","1","none","100000","null","998.027701","0.96","null","507.1551803","16854.0","null","null","12","82.707215","83.808489","369.64","579.59","205","12535.399999999792","16220.040000000003","15020.8","16251.28","6","93.32744","13.810646652755722","31.186","21.65024","21.234099991868614","19351818","136508018","84195662.6","63289765.8","420978313","316448829","0","60816","0.0","170972.8","0","854864"
