producer_index=6
producer_count=12
producer_records=8333
producer_throughput=833
1 records sent, 0.1 records/sec (0.01 MB/sec), 6089.0 ms avg latency, 6089.0 ms max latency.
81 records sent, 15.4 records/sec (1.50 MB/sec), 7655.1 ms avg latency, 17464.0 ms max latency.
222 records sent, 43.2 records/sec (4.22 MB/sec), 9324.6 ms avg latency, 11605.0 ms max latency.
180 records sent, 35.7 records/sec (3.49 MB/sec), 6146.8 ms avg latency, 7934.0 ms max latency.
180 records sent, 35.7 records/sec (3.48 MB/sec), 7200.2 ms avg latency, 7879.0 ms max latency.
227 records sent, 45.3 records/sec (4.43 MB/sec), 6792.3 ms avg latency, 7833.0 ms max latency.
531 records sent, 104.6 records/sec (10.22 MB/sec), 2953.4 ms avg latency, 6331.0 ms max latency.
472 records sent, 94.3 records/sec (9.21 MB/sec), 484.8 ms avg latency, 1512.0 ms max latency.
396 records sent, 79.1 records/sec (7.73 MB/sec), 48.1 ms avg latency, 187.0 ms max latency.
353 records sent, 70.6 records/sec (6.89 MB/sec), 83.8 ms avg latency, 277.0 ms max latency.
364 records sent, 72.7 records/sec (7.10 MB/sec), 53.1 ms avg latency, 255.0 ms max latency.
368 records sent, 73.3 records/sec (7.15 MB/sec), 37.7 ms avg latency, 173.0 ms max latency.
402 records sent, 79.7 records/sec (7.79 MB/sec), 57.1 ms avg latency, 240.0 ms max latency.
441 records sent, 88.0 records/sec (8.59 MB/sec), 50.6 ms avg latency, 207.0 ms max latency.
426 records sent, 84.8 records/sec (8.29 MB/sec), 53.2 ms avg latency, 324.0 ms max latency.
404 records sent, 80.5 records/sec (7.86 MB/sec), 36.9 ms avg latency, 102.0 ms max latency.
405 records sent, 80.7 records/sec (7.88 MB/sec), 38.1 ms avg latency, 170.0 ms max latency.
389 records sent, 77.7 records/sec (7.59 MB/sec), 41.7 ms avg latency, 155.0 ms max latency.
439 records sent, 87.1 records/sec (8.50 MB/sec), 37.4 ms avg latency, 148.0 ms max latency.
433 records sent, 86.5 records/sec (8.45 MB/sec), 31.9 ms avg latency, 105.0 ms max latency.
412 records sent, 82.3 records/sec (8.03 MB/sec), 34.2 ms avg latency, 109.0 ms max latency.
410 records sent, 81.7 records/sec (7.98 MB/sec), 30.2 ms avg latency, 122.0 ms max latency.
440 records sent, 88.0 records/sec (8.59 MB/sec), 31.2 ms avg latency, 138.0 ms max latency.
8333 records sent, 62.910507 records/sec (6.14 MB/sec), 1045.80 ms avg latency, 17464.00 ms max latency, 43 ms 50th, 7209 ms 95th, 9779 ms 99th, 11130 ms 99.9th.
