producer_index=3
producer_count=12
producer_records=8334
producer_throughput=84
[2026-04-22 03:52:43,973] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.118:9094 (id: -4 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.00 MB/sec), 2717.0 ms avg latency, 2717.0 ms max latency.
1831 records sent, 365.0 records/sec (0.36 MB/sec), 3016.7 ms avg latency, 16723.0 ms max latency.
422 records sent, 84.2 records/sec (0.08 MB/sec), 25.3 ms avg latency, 82.0 ms max latency.
424 records sent, 84.7 records/sec (0.08 MB/sec), 15.0 ms avg latency, 52.0 ms max latency.
419 records sent, 83.7 records/sec (0.08 MB/sec), 14.6 ms avg latency, 44.0 ms max latency.
422 records sent, 84.2 records/sec (0.08 MB/sec), 14.7 ms avg latency, 50.0 ms max latency.
422 records sent, 84.3 records/sec (0.08 MB/sec), 13.9 ms avg latency, 42.0 ms max latency.
421 records sent, 84.1 records/sec (0.08 MB/sec), 13.0 ms avg latency, 33.0 ms max latency.
421 records sent, 84.0 records/sec (0.08 MB/sec), 12.4 ms avg latency, 41.0 ms max latency.
421 records sent, 83.9 records/sec (0.08 MB/sec), 12.9 ms avg latency, 48.0 ms max latency.
422 records sent, 84.2 records/sec (0.08 MB/sec), 12.3 ms avg latency, 41.0 ms max latency.
421 records sent, 84.1 records/sec (0.08 MB/sec), 12.1 ms avg latency, 39.0 ms max latency.
421 records sent, 84.2 records/sec (0.08 MB/sec), 11.1 ms avg latency, 34.0 ms max latency.
420 records sent, 84.0 records/sec (0.08 MB/sec), 11.0 ms avg latency, 40.0 ms max latency.
421 records sent, 84.1 records/sec (0.08 MB/sec), 10.6 ms avg latency, 44.0 ms max latency.
420 records sent, 83.9 records/sec (0.08 MB/sec), 11.2 ms avg latency, 39.0 ms max latency.
421 records sent, 84.1 records/sec (0.08 MB/sec), 11.6 ms avg latency, 49.0 ms max latency.
8334 records sent, 83.732706 records/sec (0.08 MB/sec), 673.54 ms avg latency, 16723.00 ms max latency, 13 ms 50th, 3939 ms 95th, 4194 ms 99th, 4358 ms 99.9th.
