run_id=security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg102400-tps10000-batch16384-acksall-prod1-complz4-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg102400-tps10000-batch16384-acksall-prod1-complz4-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
4241 records sent, 848.0 records/sec (82.82 MB/sec), 13.2 ms avg latency, 567.0 ms max latency.
4721 records sent, 944.0 records/sec (92.19 MB/sec), 4.4 ms avg latency, 32.0 ms max latency.
6057 records sent, 1211.4 records/sec (118.30 MB/sec), 5.8 ms avg latency, 66.0 ms max latency.
6921 records sent, 1384.2 records/sec (135.18 MB/sec), 8.6 ms avg latency, 61.0 ms max latency.
7336 records sent, 1467.2 records/sec (143.28 MB/sec), 15.6 ms avg latency, 84.0 ms max latency.
7441 records sent, 1488.2 records/sec (145.33 MB/sec), 28.3 ms avg latency, 192.0 ms max latency.
6300 records sent, 1260.0 records/sec (123.05 MB/sec), 33.1 ms avg latency, 241.0 ms max latency.
7389 records sent, 1477.8 records/sec (144.32 MB/sec), 35.8 ms avg latency, 228.0 ms max latency.
7469 records sent, 1493.8 records/sec (145.88 MB/sec), 32.9 ms avg latency, 191.0 ms max latency.
5558 records sent, 1106.5 records/sec (108.06 MB/sec), 96.7 ms avg latency, 771.0 ms max latency.
448 records sent, 89.1 records/sec (8.70 MB/sec), 2428.0 ms avg latency, 4318.0 ms max latency.
5901 records sent, 1175.5 records/sec (114.79 MB/sec), 226.2 ms avg latency, 4616.0 ms max latency.
7370 records sent, 1474.0 records/sec (143.95 MB/sec), 31.8 ms avg latency, 385.0 ms max latency.
7182 records sent, 1436.4 records/sec (140.27 MB/sec), 27.1 ms avg latency, 202.0 ms max latency.
7193 records sent, 1438.6 records/sec (140.49 MB/sec), 24.6 ms avg latency, 186.0 ms max latency.
7408 records sent, 1481.3 records/sec (144.66 MB/sec), 30.7 ms avg latency, 170.0 ms max latency.
100000 records sent, 1235.422020 records/sec (120.65 MB/sec), 51.44 ms avg latency, 4616.00 ms max latency, 8 ms 50th, 156 ms 95th, 604 ms 99th, 3792 ms 99.9th.
