run_id=security-overhead-final-factorial-mtls-b5-rf5-isr4-msg10240-tps1000-batch16384-acksall-prod1-complz4-trial3
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-mtls-b5-rf5-isr4-msg10240-tps1000-batch16384-acksall-prod1-complz4-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4992 records sent, 998.0 records/sec (9.75 MB/sec), 567.7 ms avg latency, 1421.0 ms max latency.
5003 records sent, 1000.6 records/sec (9.77 MB/sec), 5.0 ms avg latency, 27.0 ms max latency.
5003 records sent, 1000.6 records/sec (9.77 MB/sec), 5.2 ms avg latency, 35.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 4.5 ms avg latency, 28.0 ms max latency.
4994 records sent, 998.8 records/sec (9.75 MB/sec), 4.3 ms avg latency, 29.0 ms max latency.
5008 records sent, 1001.6 records/sec (9.78 MB/sec), 4.6 ms avg latency, 33.0 ms max latency.
5000 records sent, 999.8 records/sec (9.76 MB/sec), 5.0 ms avg latency, 51.0 ms max latency.
5001 records sent, 999.2 records/sec (9.76 MB/sec), 4.7 ms avg latency, 34.0 ms max latency.
5006 records sent, 1001.0 records/sec (9.78 MB/sec), 4.7 ms avg latency, 34.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 5.9 ms avg latency, 105.0 ms max latency.
4999 records sent, 999.8 records/sec (9.76 MB/sec), 4.3 ms avg latency, 27.0 ms max latency.
5002 records sent, 1000.4 records/sec (9.77 MB/sec), 5.7 ms avg latency, 211.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 8.9 ms avg latency, 170.0 ms max latency.
5004 records sent, 1000.6 records/sec (9.77 MB/sec), 13.0 ms avg latency, 180.0 ms max latency.
4998 records sent, 999.6 records/sec (9.76 MB/sec), 6.0 ms avg latency, 124.0 ms max latency.
4999 records sent, 999.8 records/sec (9.76 MB/sec), 4.8 ms avg latency, 33.0 ms max latency.
5006 records sent, 1001.2 records/sec (9.78 MB/sec), 6.1 ms avg latency, 65.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 4.9 ms avg latency, 40.0 ms max latency.
5001 records sent, 999.8 records/sec (9.76 MB/sec), 6.8 ms avg latency, 109.0 ms max latency.
100000 records sent, 999.570185 records/sec (9.76 MB/sec), 33.80 ms avg latency, 1421.00 ms max latency, 4 ms 50th, 27 ms 95th, 1056 ms 99th, 1189 ms 99.9th.
