producer_index=6
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.01 MB/sec), 3556.0 ms avg latency, 3556.0 ms max latency.
44 records sent, 7.9 records/sec (0.77 MB/sec), 6571.3 ms avg latency, 15822.0 ms max latency.
120 records sent, 23.8 records/sec (2.32 MB/sec), 9173.3 ms avg latency, 10321.0 ms max latency.
174 records sent, 34.5 records/sec (3.37 MB/sec), 9760.7 ms avg latency, 10714.0 ms max latency.
150 records sent, 28.9 records/sec (2.82 MB/sec), 10469.6 ms avg latency, 11859.0 ms max latency.
154 records sent, 29.9 records/sec (2.92 MB/sec), 10848.4 ms avg latency, 11599.0 ms max latency.
204 records sent, 40.6 records/sec (3.97 MB/sec), 10597.0 ms avg latency, 11699.0 ms max latency.
360 records sent, 70.6 records/sec (6.90 MB/sec), 5870.7 ms avg latency, 9835.0 ms max latency.
403 records sent, 80.5 records/sec (7.86 MB/sec), 1773.4 ms avg latency, 3989.0 ms max latency.
303 records sent, 59.9 records/sec (5.85 MB/sec), 96.6 ms avg latency, 347.0 ms max latency.
296 records sent, 59.0 records/sec (5.76 MB/sec), 97.3 ms avg latency, 481.0 ms max latency.
317 records sent, 63.2 records/sec (6.18 MB/sec), 52.1 ms avg latency, 235.0 ms max latency.
317 records sent, 63.2 records/sec (6.17 MB/sec), 50.7 ms avg latency, 171.0 ms max latency.
313 records sent, 62.5 records/sec (6.10 MB/sec), 54.2 ms avg latency, 289.0 ms max latency.
327 records sent, 65.0 records/sec (6.35 MB/sec), 66.2 ms avg latency, 202.0 ms max latency.
352 records sent, 70.2 records/sec (6.86 MB/sec), 55.6 ms avg latency, 214.0 ms max latency.
361 records sent, 71.4 records/sec (6.98 MB/sec), 48.4 ms avg latency, 211.0 ms max latency.
358 records sent, 70.6 records/sec (6.90 MB/sec), 54.5 ms avg latency, 212.0 ms max latency.
340 records sent, 66.8 records/sec (6.53 MB/sec), 46.3 ms avg latency, 164.0 ms max latency.
338 records sent, 67.0 records/sec (6.55 MB/sec), 48.9 ms avg latency, 189.0 ms max latency.
336 records sent, 67.0 records/sec (6.54 MB/sec), 65.1 ms avg latency, 292.0 ms max latency.
341 records sent, 67.2 records/sec (6.56 MB/sec), 46.3 ms avg latency, 215.0 ms max latency.
336 records sent, 66.8 records/sec (6.52 MB/sec), 40.1 ms avg latency, 151.0 ms max latency.
341 records sent, 67.6 records/sec (6.60 MB/sec), 53.3 ms avg latency, 234.0 ms max latency.
339 records sent, 67.7 records/sec (6.61 MB/sec), 35.4 ms avg latency, 136.0 ms max latency.
332 records sent, 65.9 records/sec (6.43 MB/sec), 38.0 ms avg latency, 143.0 ms max latency.
338 records sent, 66.5 records/sec (6.49 MB/sec), 40.8 ms avg latency, 145.0 ms max latency.
352 records sent, 69.9 records/sec (6.82 MB/sec), 59.8 ms avg latency, 227.0 ms max latency.
8333 records sent, 52.644879 records/sec (5.14 MB/sec), 1402.09 ms avg latency, 15822.00 ms max latency, 53 ms 50th, 10271 ms 95th, 11170 ms 99th, 11599 ms 99.9th.
