run_id=security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b3-rf3-isr3-msg10240-tps1000-batch131072-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
4993 records sent, 997.6 records/sec (9.74 MB/sec), 6.4 ms avg latency, 520.0 ms max latency.
5014 records sent, 1002.0 records/sec (9.79 MB/sec), 4.4 ms avg latency, 10.0 ms max latency.
5005 records sent, 1000.4 records/sec (9.77 MB/sec), 4.3 ms avg latency, 14.0 ms max latency.
5006 records sent, 1000.0 records/sec (9.77 MB/sec), 4.3 ms avg latency, 10.0 ms max latency.
5003 records sent, 1000.2 records/sec (9.77 MB/sec), 4.2 ms avg latency, 15.0 ms max latency.
5008 records sent, 1000.8 records/sec (9.77 MB/sec), 4.3 ms avg latency, 14.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 4.3 ms avg latency, 12.0 ms max latency.
5000 records sent, 1000.0 records/sec (9.77 MB/sec), 4.2 ms avg latency, 28.0 ms max latency.
5001 records sent, 1000.2 records/sec (9.77 MB/sec), 4.3 ms avg latency, 29.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 4.2 ms avg latency, 25.0 ms max latency.
4991 records sent, 997.4 records/sec (9.74 MB/sec), 4.2 ms avg latency, 13.0 ms max latency.
5022 records sent, 1003.2 records/sec (9.80 MB/sec), 4.7 ms avg latency, 51.0 ms max latency.
5006 records sent, 1000.4 records/sec (9.77 MB/sec), 4.1 ms avg latency, 9.0 ms max latency.
5004 records sent, 1000.0 records/sec (9.77 MB/sec), 4.1 ms avg latency, 21.0 ms max latency.
5006 records sent, 1000.2 records/sec (9.77 MB/sec), 5.1 ms avg latency, 72.0 ms max latency.
5004 records sent, 1000.4 records/sec (9.77 MB/sec), 4.2 ms avg latency, 26.0 ms max latency.
5006 records sent, 1000.2 records/sec (9.77 MB/sec), 4.2 ms avg latency, 20.0 ms max latency.
5006 records sent, 1000.2 records/sec (9.77 MB/sec), 4.3 ms avg latency, 25.0 ms max latency.
5002 records sent, 1000.2 records/sec (9.77 MB/sec), 4.2 ms avg latency, 20.0 ms max latency.
100000 records sent, 999.680102 records/sec (9.76 MB/sec), 4.42 ms avg latency, 520.00 ms max latency, 4 ms 50th, 7 ms 95th, 10 ms 99th, 45 ms 99.9th.
