producer_index=3
producer_count=12
producer_records=8334
producer_throughput=84
1 records sent, 0.1 records/sec (0.01 MB/sec), 5083.0 ms avg latency, 5083.0 ms max latency.
60 records sent, 11.8 records/sec (1.15 MB/sec), 8016.6 ms avg latency, 18415.0 ms max latency.
144 records sent, 28.2 records/sec (2.76 MB/sec), 10009.5 ms avg latency, 11383.0 ms max latency.
174 records sent, 34.8 records/sec (3.39 MB/sec), 8981.9 ms avg latency, 10980.0 ms max latency.
252 records sent, 49.4 records/sec (4.82 MB/sec), 6105.5 ms avg latency, 7295.0 ms max latency.
299 records sent, 58.0 records/sec (5.66 MB/sec), 4215.1 ms avg latency, 5303.0 ms max latency.
381 records sent, 76.1 records/sec (7.43 MB/sec), 1652.8 ms avg latency, 3895.0 ms max latency.
273 records sent, 54.5 records/sec (5.33 MB/sec), 122.6 ms avg latency, 393.0 ms max latency.
242 records sent, 48.4 records/sec (4.72 MB/sec), 108.0 ms avg latency, 429.0 ms max latency.
283 records sent, 56.6 records/sec (5.52 MB/sec), 65.5 ms avg latency, 231.0 ms max latency.
242 records sent, 47.9 records/sec (4.68 MB/sec), 70.9 ms avg latency, 226.0 ms max latency.
261 records sent, 50.8 records/sec (4.96 MB/sec), 134.4 ms avg latency, 547.0 ms max latency.
266 records sent, 53.2 records/sec (5.19 MB/sec), 85.6 ms avg latency, 353.0 ms max latency.
285 records sent, 56.8 records/sec (5.54 MB/sec), 55.1 ms avg latency, 307.0 ms max latency.
282 records sent, 56.4 records/sec (5.51 MB/sec), 49.8 ms avg latency, 216.0 ms max latency.
288 records sent, 57.5 records/sec (5.62 MB/sec), 88.8 ms avg latency, 427.0 ms max latency.
290 records sent, 57.2 records/sec (5.59 MB/sec), 51.9 ms avg latency, 177.0 ms max latency.
309 records sent, 61.6 records/sec (6.02 MB/sec), 76.7 ms avg latency, 344.0 ms max latency.
300 records sent, 60.0 records/sec (5.85 MB/sec), 50.0 ms avg latency, 176.0 ms max latency.
312 records sent, 62.4 records/sec (6.09 MB/sec), 64.2 ms avg latency, 251.0 ms max latency.
310 records sent, 61.6 records/sec (6.01 MB/sec), 59.7 ms avg latency, 196.0 ms max latency.
305 records sent, 61.0 records/sec (5.95 MB/sec), 65.1 ms avg latency, 281.0 ms max latency.
329 records sent, 64.6 records/sec (6.31 MB/sec), 75.2 ms avg latency, 287.0 ms max latency.
306 records sent, 60.8 records/sec (5.94 MB/sec), 54.9 ms avg latency, 397.0 ms max latency.
360 records sent, 71.2 records/sec (6.96 MB/sec), 46.0 ms avg latency, 342.0 ms max latency.
315 records sent, 62.8 records/sec (6.14 MB/sec), 73.0 ms avg latency, 235.0 ms max latency.
281 records sent, 55.9 records/sec (5.45 MB/sec), 66.6 ms avg latency, 201.0 ms max latency.
308 records sent, 60.5 records/sec (5.90 MB/sec), 45.8 ms avg latency, 189.0 ms max latency.
309 records sent, 61.7 records/sec (6.03 MB/sec), 47.1 ms avg latency, 249.0 ms max latency.
306 records sent, 60.9 records/sec (5.95 MB/sec), 54.6 ms avg latency, 239.0 ms max latency.
8334 records sent, 49.252408 records/sec (4.81 MB/sec), 888.23 ms avg latency, 18415.00 ms max latency, 61 ms 50th, 6716 ms 95th, 10209 ms 99th, 10864 ms 99.9th.
