2063 records sent, 412.4 records/sec (40.28 MB/sec), 413.7 ms avg latency, 1392.0 ms max latency.
4696 records sent, 939.0 records/sec (91.70 MB/sec), 6.8 ms avg latency, 76.0 ms max latency.
5317 records sent, 1063.2 records/sec (103.83 MB/sec), 6.1 ms avg latency, 36.0 ms max latency.
5609 records sent, 1121.8 records/sec (109.55 MB/sec), 7.0 ms avg latency, 67.0 ms max latency.
6574 records sent, 1314.8 records/sec (128.40 MB/sec), 6.4 ms avg latency, 47.0 ms max latency.
5752 records sent, 1150.4 records/sec (112.34 MB/sec), 5.5 ms avg latency, 46.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 3.9 ms avg latency, 48.0 ms max latency.
5001 records sent, 1000.0 records/sec (97.66 MB/sec), 4.4 ms avg latency, 33.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 3.9 ms avg latency, 26.0 ms max latency.
4998 records sent, 999.6 records/sec (97.62 MB/sec), 4.9 ms avg latency, 209.0 ms max latency.
5005 records sent, 1001.0 records/sec (97.75 MB/sec), 3.9 ms avg latency, 26.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 3.8 ms avg latency, 23.0 ms max latency.
4976 records sent, 989.5 records/sec (96.63 MB/sec), 22.0 ms avg latency, 349.0 ms max latency.
5053 records sent, 1010.6 records/sec (98.69 MB/sec), 14.1 ms avg latency, 333.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 3.8 ms avg latency, 28.0 ms max latency.
5003 records sent, 1000.4 records/sec (97.70 MB/sec), 3.8 ms avg latency, 31.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 4.0 ms avg latency, 24.0 ms max latency.
4997 records sent, 999.4 records/sec (97.60 MB/sec), 4.1 ms avg latency, 28.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 4.2 ms avg latency, 40.0 ms max latency.
100000 records sent, 999.680102 records/sec (97.63 MB/sec), 14.57 ms avg latency, 1392.00 ms max latency, 4 ms 50th, 16 ms 95th, 346 ms 99th, 1008 ms 99.9th.
