producer_index=3
producer_count=6
producer_records=16667
producer_throughput=167
1 records sent, 0.2 records/sec (0.00 MB/sec), 5269.0 ms avg latency, 5269.0 ms max latency.
1722 records sent, 344.1 records/sec (0.34 MB/sec), 375.8 ms avg latency, 897.0 ms max latency.
837 records sent, 167.2 records/sec (0.16 MB/sec), 11.7 ms avg latency, 40.0 ms max latency.
837 records sent, 167.3 records/sec (0.16 MB/sec), 11.6 ms avg latency, 50.0 ms max latency.
835 records sent, 166.9 records/sec (0.16 MB/sec), 12.0 ms avg latency, 37.0 ms max latency.
836 records sent, 167.2 records/sec (0.16 MB/sec), 12.5 ms avg latency, 72.0 ms max latency.
835 records sent, 166.9 records/sec (0.16 MB/sec), 18.1 ms avg latency, 150.0 ms max latency.
837 records sent, 167.3 records/sec (0.16 MB/sec), 12.0 ms avg latency, 57.0 ms max latency.
836 records sent, 167.1 records/sec (0.16 MB/sec), 11.4 ms avg latency, 51.0 ms max latency.
836 records sent, 167.1 records/sec (0.16 MB/sec), 10.3 ms avg latency, 63.0 ms max latency.
836 records sent, 167.1 records/sec (0.16 MB/sec), 9.2 ms avg latency, 34.0 ms max latency.
834 records sent, 166.7 records/sec (0.16 MB/sec), 11.4 ms avg latency, 55.0 ms max latency.
837 records sent, 167.3 records/sec (0.16 MB/sec), 10.4 ms avg latency, 212.0 ms max latency.
837 records sent, 167.2 records/sec (0.16 MB/sec), 10.5 ms avg latency, 97.0 ms max latency.
837 records sent, 167.2 records/sec (0.16 MB/sec), 8.9 ms avg latency, 38.0 ms max latency.
835 records sent, 166.5 records/sec (0.16 MB/sec), 9.2 ms avg latency, 30.0 ms max latency.
838 records sent, 167.4 records/sec (0.16 MB/sec), 11.6 ms avg latency, 90.0 ms max latency.
836 records sent, 167.1 records/sec (0.16 MB/sec), 9.0 ms avg latency, 33.0 ms max latency.
836 records sent, 167.2 records/sec (0.16 MB/sec), 12.1 ms avg latency, 132.0 ms max latency.
16667 records sent, 166.881940 records/sec (0.16 MB/sec), 49.21 ms avg latency, 5269.00 ms max latency, 9 ms 50th, 498 ms 95th, 776 ms 99th, 876 ms 99.9th.
