4994 records sent, 998.8 records/sec (0.98 MB/sec), 21.0 ms avg latency, 589.0 ms max latency.
5008 records sent, 1000.6 records/sec (0.98 MB/sec), 5.7 ms avg latency, 14.0 ms max latency.
5006 records sent, 1000.0 records/sec (0.98 MB/sec), 5.7 ms avg latency, 26.0 ms max latency.
5006 records sent, 1000.0 records/sec (0.98 MB/sec), 5.6 ms avg latency, 22.0 ms max latency.
5005 records sent, 1000.6 records/sec (0.98 MB/sec), 5.6 ms avg latency, 23.0 ms max latency.
4999 records sent, 999.8 records/sec (0.98 MB/sec), 5.6 ms avg latency, 18.0 ms max latency.
5001 records sent, 1000.2 records/sec (0.98 MB/sec), 5.6 ms avg latency, 16.0 ms max latency.
5003 records sent, 1000.4 records/sec (0.98 MB/sec), 5.6 ms avg latency, 16.0 ms max latency.
5003 records sent, 1000.2 records/sec (0.98 MB/sec), 5.6 ms avg latency, 22.0 ms max latency.
5007 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 18.0 ms max latency.
5005 records sent, 999.8 records/sec (0.98 MB/sec), 6.0 ms avg latency, 24.0 ms max latency.
5005 records sent, 1000.8 records/sec (0.98 MB/sec), 5.6 ms avg latency, 15.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 5.5 ms avg latency, 21.0 ms max latency.
5002 records sent, 1000.0 records/sec (0.98 MB/sec), 5.5 ms avg latency, 14.0 ms max latency.
5002 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 23.0 ms max latency.
5001 records sent, 1000.0 records/sec (0.98 MB/sec), 5.4 ms avg latency, 23.0 ms max latency.
5005 records sent, 1000.2 records/sec (0.98 MB/sec), 5.5 ms avg latency, 14.0 ms max latency.
5001 records sent, 999.8 records/sec (0.98 MB/sec), 5.6 ms avg latency, 29.0 ms max latency.
5004 records sent, 1000.4 records/sec (0.98 MB/sec), 5.7 ms avg latency, 29.0 ms max latency.
100000 records sent, 999.770053 records/sec (0.98 MB/sec), 6.36 ms avg latency, 589.00 ms max latency, 6 ms 50th, 9 ms 95th, 13 ms 99th, 145 ms 99.9th.
