4994 records sent, 998.6 records/sec (97.52 MB/sec), 16.1 ms avg latency, 524.0 ms max latency.
5007 records sent, 1001.2 records/sec (97.77 MB/sec), 7.1 ms avg latency, 63.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 7.4 ms avg latency, 85.0 ms max latency.
5000 records sent, 999.8 records/sec (97.64 MB/sec), 7.1 ms avg latency, 68.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 6.4 ms avg latency, 39.0 ms max latency.
4999 records sent, 999.8 records/sec (97.64 MB/sec), 12.5 ms avg latency, 187.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 9.6 ms avg latency, 107.0 ms max latency.
5000 records sent, 999.8 records/sec (97.64 MB/sec), 7.4 ms avg latency, 59.0 ms max latency.
5003 records sent, 1000.0 records/sec (97.66 MB/sec), 7.5 ms avg latency, 66.0 ms max latency.
5004 records sent, 1000.6 records/sec (97.71 MB/sec), 7.9 ms avg latency, 85.0 ms max latency.
4999 records sent, 999.4 records/sec (97.60 MB/sec), 8.3 ms avg latency, 128.0 ms max latency.
4990 records sent, 998.0 records/sec (97.46 MB/sec), 8.4 ms avg latency, 99.0 ms max latency.
4391 records sent, 875.2 records/sec (85.47 MB/sec), 141.1 ms avg latency, 879.0 ms max latency.
5643 records sent, 1128.6 records/sec (110.21 MB/sec), 122.1 ms avg latency, 895.0 ms max latency.
5000 records sent, 999.8 records/sec (97.64 MB/sec), 7.3 ms avg latency, 69.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 6.7 ms avg latency, 55.0 ms max latency.
5001 records sent, 1000.2 records/sec (97.68 MB/sec), 6.8 ms avg latency, 59.0 ms max latency.
4990 records sent, 998.0 records/sec (97.46 MB/sec), 9.2 ms avg latency, 127.0 ms max latency.
5011 records sent, 1001.8 records/sec (97.83 MB/sec), 7.9 ms avg latency, 87.0 ms max latency.
100000 records sent, 999.670109 records/sec (97.62 MB/sec), 20.71 ms avg latency, 895.00 ms max latency, 6 ms 50th, 74 ms 95th, 460 ms 99th, 824 ms 99.9th.
