run_id=security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg102400-tps1000-batch16384-acks1-prod1-complz4-trial3
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-plaintext-b5-rf5-isr3-msg102400-tps1000-batch16384-acks1-prod1-complz4-trial3/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=1000
3325 records sent, 663.1 records/sec (64.76 MB/sec), 15.2 ms avg latency, 647.0 ms max latency.
4479 records sent, 895.8 records/sec (87.48 MB/sec), 2.7 ms avg latency, 27.0 ms max latency.
4513 records sent, 902.6 records/sec (88.14 MB/sec), 2.5 ms avg latency, 23.0 ms max latency.
5790 records sent, 1157.8 records/sec (113.06 MB/sec), 2.9 ms avg latency, 40.0 ms max latency.
6621 records sent, 1324.2 records/sec (129.32 MB/sec), 3.2 ms avg latency, 62.0 ms max latency.
5312 records sent, 1062.4 records/sec (103.75 MB/sec), 2.7 ms avg latency, 49.0 ms max latency.
5005 records sent, 1001.0 records/sec (97.75 MB/sec), 3.2 ms avg latency, 67.0 ms max latency.
5002 records sent, 1000.4 records/sec (97.70 MB/sec), 3.0 ms avg latency, 51.0 ms max latency.
5002 records sent, 999.8 records/sec (97.64 MB/sec), 2.3 ms avg latency, 51.0 ms max latency.
5006 records sent, 1001.2 records/sec (97.77 MB/sec), 2.4 ms avg latency, 51.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 2.4 ms avg latency, 56.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 2.1 ms avg latency, 38.0 ms max latency.
4976 records sent, 995.0 records/sec (97.17 MB/sec), 23.8 ms avg latency, 463.0 ms max latency.
5028 records sent, 1005.6 records/sec (98.20 MB/sec), 12.2 ms avg latency, 277.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 2.0 ms avg latency, 39.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 2.2 ms avg latency, 56.0 ms max latency.
5004 records sent, 1000.8 records/sec (97.73 MB/sec), 2.0 ms avg latency, 51.0 ms max latency.
5003 records sent, 1000.6 records/sec (97.71 MB/sec), 2.4 ms avg latency, 72.0 ms max latency.
5000 records sent, 1000.0 records/sec (97.66 MB/sec), 2.3 ms avg latency, 55.0 ms max latency.
100000 records sent, 999.430325 records/sec (97.60 MB/sec), 4.48 ms avg latency, 647.00 ms max latency, 2 ms 50th, 10 ms 95th, 79 ms 99th, 233 ms 99.9th.
