run_id=security-overhead-final-factorial-tls-b5-rf5-isr3-msg102400-tps10000-batch131072-acks1-prod1-compnone-trial1
producer_count=1
----- /var/lib/kafka-client/results/security-overhead-final-factorial-tls-b5-rf5-isr3-msg102400-tps10000-batch131072-acks1-prod1-compnone-trial1/producer-perf-1.log -----
producer_index=1
producer_count=1
producer_records=100000
producer_throughput=10000
2670 records sent, 534.0 records/sec (52.15 MB/sec), 238.5 ms avg latency, 1244.0 ms max latency.
5451 records sent, 1090.0 records/sec (106.44 MB/sec), 18.0 ms avg latency, 131.0 ms max latency.
6084 records sent, 1216.8 records/sec (118.83 MB/sec), 10.3 ms avg latency, 65.0 ms max latency.
6531 records sent, 1306.2 records/sec (127.56 MB/sec), 10.7 ms avg latency, 133.0 ms max latency.
7649 records sent, 1529.2 records/sec (149.33 MB/sec), 33.3 ms avg latency, 333.0 ms max latency.
8360 records sent, 1672.0 records/sec (163.28 MB/sec), 22.8 ms avg latency, 157.0 ms max latency.
8398 records sent, 1679.6 records/sec (164.02 MB/sec), 23.4 ms avg latency, 224.0 ms max latency.
8288 records sent, 1657.6 records/sec (161.88 MB/sec), 16.1 ms avg latency, 208.0 ms max latency.
8328 records sent, 1665.3 records/sec (162.62 MB/sec), 14.2 ms avg latency, 239.0 ms max latency.
8280 records sent, 1656.0 records/sec (161.72 MB/sec), 28.7 ms avg latency, 977.0 ms max latency.
8433 records sent, 1686.6 records/sec (164.71 MB/sec), 29.5 ms avg latency, 1013.0 ms max latency.
8436 records sent, 1687.2 records/sec (164.77 MB/sec), 46.5 ms avg latency, 1525.0 ms max latency.
8426 records sent, 1685.2 records/sec (164.57 MB/sec), 27.2 ms avg latency, 1216.0 ms max latency.
100000 records sent, 1448.540595 records/sec (141.46 MB/sec), 31.71 ms avg latency, 1592.00 ms max latency, 7 ms 50th, 96 ms 95th, 656 ms 99th, 1355 ms 99.9th.
