producer_index=5
producer_count=12
producer_records=8333
producer_throughput=83
[2026-05-03 10:36:20,451] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.238:9094 (id: -2 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 19248.0 ms avg latency, 19248.0 ms max latency.
66 records sent, 13.2 records/sec (1.29 MB/sec), 5557.8 ms avg latency, 6891.0 ms max latency.
103 records sent, 20.6 records/sec (2.01 MB/sec), 8121.9 ms avg latency, 10248.0 ms max latency.
167 records sent, 32.3 records/sec (3.15 MB/sec), 10421.9 ms avg latency, 12005.0 ms max latency.
316 records sent, 62.2 records/sec (6.07 MB/sec), 6136.2 ms avg latency, 10168.0 ms max latency.
396 records sent, 79.0 records/sec (7.72 MB/sec), 3428.9 ms avg latency, 4258.0 ms max latency.
430 records sent, 84.9 records/sec (8.29 MB/sec), 2813.7 ms avg latency, 3366.0 ms max latency.
468 records sent, 93.5 records/sec (9.13 MB/sec), 1875.5 ms avg latency, 2748.0 ms max latency.
458 records sent, 91.1 records/sec (8.90 MB/sec), 393.4 ms avg latency, 1296.0 ms max latency.
383 records sent, 76.1 records/sec (7.43 MB/sec), 55.2 ms avg latency, 149.0 ms max latency.
374 records sent, 74.4 records/sec (7.26 MB/sec), 61.9 ms avg latency, 186.0 ms max latency.
389 records sent, 77.7 records/sec (7.59 MB/sec), 53.4 ms avg latency, 171.0 ms max latency.
374 records sent, 74.6 records/sec (7.29 MB/sec), 72.8 ms avg latency, 290.0 ms max latency.
391 records sent, 78.1 records/sec (7.62 MB/sec), 71.9 ms avg latency, 189.0 ms max latency.
416 records sent, 83.0 records/sec (8.10 MB/sec), 48.5 ms avg latency, 137.0 ms max latency.
396 records sent, 79.1 records/sec (7.72 MB/sec), 51.3 ms avg latency, 137.0 ms max latency.
400 records sent, 79.3 records/sec (7.75 MB/sec), 58.1 ms avg latency, 247.0 ms max latency.
400 records sent, 79.4 records/sec (7.76 MB/sec), 48.1 ms avg latency, 119.0 ms max latency.
415 records sent, 82.9 records/sec (8.09 MB/sec), 44.1 ms avg latency, 148.0 ms max latency.
424 records sent, 84.7 records/sec (8.27 MB/sec), 39.9 ms avg latency, 115.0 ms max latency.
419 records sent, 83.4 records/sec (8.15 MB/sec), 40.8 ms avg latency, 128.0 ms max latency.
411 records sent, 82.0 records/sec (8.01 MB/sec), 40.3 ms avg latency, 127.0 ms max latency.
448 records sent, 89.3 records/sec (8.72 MB/sec), 32.0 ms avg latency, 101.0 ms max latency.
8333 records sent, 62.574153 records/sec (6.11 MB/sec), 1058.61 ms avg latency, 19248.00 ms max latency, 56 ms 50th, 6275 ms 95th, 10411 ms 99th, 11610 ms 99.9th.
