producer_index=10
producer_count=12
producer_records=8333
producer_throughput=83
1 records sent, 0.1 records/sec (0.00 MB/sec), 8707.0 ms avg latency, 8707.0 ms max latency.
1139 records sent, 227.8 records/sec (0.22 MB/sec), 290.6 ms avg latency, 569.0 ms max latency.
421 records sent, 83.8 records/sec (0.08 MB/sec), 37.9 ms avg latency, 182.0 ms max latency.
422 records sent, 84.3 records/sec (0.08 MB/sec), 19.6 ms avg latency, 89.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 13.2 ms avg latency, 50.0 ms max latency.
418 records sent, 83.4 records/sec (0.08 MB/sec), 17.9 ms avg latency, 91.0 ms max latency.
417 records sent, 83.3 records/sec (0.08 MB/sec), 18.9 ms avg latency, 83.0 ms max latency.
416 records sent, 83.2 records/sec (0.08 MB/sec), 19.2 ms avg latency, 113.0 ms max latency.
415 records sent, 83.0 records/sec (0.08 MB/sec), 20.7 ms avg latency, 128.0 ms max latency.
415 records sent, 82.9 records/sec (0.08 MB/sec), 17.6 ms avg latency, 95.0 ms max latency.
415 records sent, 81.2 records/sec (0.08 MB/sec), 19.9 ms avg latency, 147.0 ms max latency.
428 records sent, 85.4 records/sec (0.08 MB/sec), 22.0 ms avg latency, 153.0 ms max latency.
416 records sent, 83.1 records/sec (0.08 MB/sec), 20.4 ms avg latency, 165.0 ms max latency.
406 records sent, 80.9 records/sec (0.08 MB/sec), 17.4 ms avg latency, 101.0 ms max latency.
426 records sent, 85.2 records/sec (0.08 MB/sec), 17.5 ms avg latency, 96.0 ms max latency.
410 records sent, 81.8 records/sec (0.08 MB/sec), 16.9 ms avg latency, 92.0 ms max latency.
422 records sent, 84.4 records/sec (0.08 MB/sec), 17.2 ms avg latency, 75.0 ms max latency.
421 records sent, 84.0 records/sec (0.08 MB/sec), 15.9 ms avg latency, 136.0 ms max latency.
413 records sent, 82.2 records/sec (0.08 MB/sec), 13.5 ms avg latency, 56.0 ms max latency.
8333 records sent, 82.766361 records/sec (0.08 MB/sec), 57.27 ms avg latency, 8707.00 ms max latency, 14 ms 50th, 378 ms 95th, 515 ms 99th, 568 ms 99.9th.
