producer_index=2
producer_count=12
producer_records=8334
producer_throughput=834
[2026-04-22 19:17:14,656] WARN [Producer clientId=perf-producer-client] Bootstrap broker 10.20.1.91:9094 (id: -3 rack: null) disconnected (org.apache.kafka.clients.NetworkClient)
1 records sent, 0.1 records/sec (0.01 MB/sec), 18765.0 ms avg latency, 18765.0 ms max latency.
41 records sent, 8.1 records/sec (0.79 MB/sec), 7524.0 ms avg latency, 9109.0 ms max latency.
96 records sent, 18.8 records/sec (1.83 MB/sec), 9744.8 ms avg latency, 11297.0 ms max latency.
150 records sent, 28.9 records/sec (2.83 MB/sec), 11590.5 ms avg latency, 12910.0 ms max latency.
204 records sent, 40.1 records/sec (3.92 MB/sec), 11681.2 ms avg latency, 13886.0 ms max latency.
287 records sent, 57.0 records/sec (5.57 MB/sec), 7019.3 ms avg latency, 9134.0 ms max latency.
369 records sent, 73.3 records/sec (7.16 MB/sec), 3179.0 ms avg latency, 5467.0 ms max latency.
316 records sent, 62.8 records/sec (6.13 MB/sec), 400.7 ms avg latency, 1574.0 ms max latency.
279 records sent, 55.8 records/sec (5.45 MB/sec), 68.2 ms avg latency, 211.0 ms max latency.
258 records sent, 51.4 records/sec (5.02 MB/sec), 64.7 ms avg latency, 221.0 ms max latency.
314 records sent, 61.6 records/sec (6.02 MB/sec), 67.0 ms avg latency, 286.0 ms max latency.
299 records sent, 59.4 records/sec (5.80 MB/sec), 52.2 ms avg latency, 269.0 ms max latency.
312 records sent, 62.0 records/sec (6.06 MB/sec), 68.6 ms avg latency, 258.0 ms max latency.
295 records sent, 58.7 records/sec (5.73 MB/sec), 66.9 ms avg latency, 197.0 ms max latency.
328 records sent, 65.4 records/sec (6.38 MB/sec), 50.4 ms avg latency, 149.0 ms max latency.
331 records sent, 64.6 records/sec (6.31 MB/sec), 52.0 ms avg latency, 235.0 ms max latency.
326 records sent, 65.0 records/sec (6.35 MB/sec), 52.7 ms avg latency, 266.0 ms max latency.
344 records sent, 66.9 records/sec (6.53 MB/sec), 46.7 ms avg latency, 176.0 ms max latency.
331 records sent, 66.0 records/sec (6.45 MB/sec), 51.6 ms avg latency, 199.0 ms max latency.
323 records sent, 64.5 records/sec (6.30 MB/sec), 54.7 ms avg latency, 337.0 ms max latency.
324 records sent, 64.4 records/sec (6.29 MB/sec), 62.2 ms avg latency, 226.0 ms max latency.
341 records sent, 68.1 records/sec (6.65 MB/sec), 51.2 ms avg latency, 204.0 ms max latency.
337 records sent, 67.4 records/sec (6.58 MB/sec), 44.1 ms avg latency, 149.0 ms max latency.
345 records sent, 67.6 records/sec (6.60 MB/sec), 51.2 ms avg latency, 223.0 ms max latency.
323 records sent, 64.2 records/sec (6.27 MB/sec), 55.7 ms avg latency, 254.0 ms max latency.
368 records sent, 73.3 records/sec (7.16 MB/sec), 56.2 ms avg latency, 294.0 ms max latency.
361 records sent, 72.1 records/sec (7.04 MB/sec), 38.8 ms avg latency, 180.0 ms max latency.
344 records sent, 68.7 records/sec (6.71 MB/sec), 42.1 ms avg latency, 187.0 ms max latency.
353 records sent, 70.4 records/sec (6.88 MB/sec), 43.3 ms avg latency, 144.0 ms max latency.
8334 records sent, 51.558063 records/sec (5.03 MB/sec), 1087.97 ms avg latency, 18765.00 ms max latency, 54 ms 50th, 9120 ms 95th, 12559 ms 99th, 13581 ms 99.9th.
